f_1,f_2,f_3,f_4,f_5,method,adm_iteration,phase,generation_in_iteration,solution_index
0.3716164278420547,0.44659074012763533,0.5182054917645065,0.061461200421999845,1.3525316777119245,iRVEA,1,learning,1,0
0.21453073236448686,0.1836260826484322,0.13885597259336852,0.5911812680611894,1.870356209431293,iRVEA,1,learning,1,1
0.35886841330307395,0.2412972229336414,0.12696186985862531,0.048309351948050375,1.0462565760147284,iRVEA,1,learning,1,2
0.014947056962105121,0.17932451405428929,0.18728020373763207,0.5000384628397075,1.5416923150802333,iRVEA,1,learning,1,3
0.013744669763140007,0.06864483844093902,0.22804217027344362,0.6202962461880953,1.2922645368193537,iRVEA,1,learning,1,4
0.04456452964823737,0.13402798813147127,0.6298054368060169,0.9034452533261219,1.4210110105223703,iRVEA,1,learning,1,5
0.06075087763177159,0.1230348377702238,0.06240771011450871,0.2205442663593845,1.7733233937566835,iRVEA,1,learning,1,6
0.6623654408765978,0.6056896322894316,0.30372588714980936,0.46721371460811545,1.0727443948608304,iRVEA,1,learning,1,7
0.9753089595178926,1.0352058062322975,0.6113955274796375,0.3615531724838834,1.0345360455041865,iRVEA,1,learning,1,8
0.3073958935353762,0.7378418591982515,0.534391557238783,0.8046105232725528,0.4419388077473068,iRVEA,1,learning,1,9
0.00761823184450601,0.8350794169533452,0.08772982612749934,0.4609736256595615,0.7257562764087792,iRVEA,1,learning,1,10
0.0059022824195675465,0.001726862448593785,0.01798572142534782,0.446198395765878,1.7384148144268614,iRVEA,1,learning,1,11
0.07556500431187295,0.017729748664446317,0.04396958587742745,0.3662567165387977,1.6201879227399616,iRVEA,1,learning,1,12
0.44175164111371323,0.27051216330171735,0.4540357932652777,0.5301110878392663,1.733792492311966,iRVEA,1,learning,1,13
0.061650907181765156,0.04399239398927016,0.490176940005214,0.6284445664805993,0.9372041475311902,iRVEA,1,learning,1,14
0.15529073281911815,0.15028739303174288,0.25915645478960475,0.29435996949185633,1.5977517736452649,iRVEA,1,learning,1,15
0.23765301748263692,0.10521445220761985,0.993107562462749,0.9178223358252416,0.019221080148058674,iRVEA,1,learning,1,16
1.1457308530393542,0.43035392903491654,0.06461352501450636,0.22167094245998742,0.7510914383773413,iRVEA,1,learning,1,17
0.07166886326151327,0.1605735792236633,0.13865967146652675,0.37124672500752265,1.713921127281243,iRVEA,1,learning,1,18
0.31595388021031895,0.2124421962026306,0.2358998340616754,0.04800840704588878,1.039738881816651,iRVEA,1,learning,1,19
0.06637581641057748,0.004063646806955392,0.48498990717046403,0.7509264035490477,1.1704783097283389,iRVEA,1,learning,1,20
0.17921742163608445,0.5158066104131339,0.01930448812076109,0.8745591427547229,0.7784444783083293,iRVEA,1,learning,1,21
0.01887046653265788,0.0691092193015197,0.06675264683370737,0.35552624993809917,1.1319844119452929,iRVEA,1,learning,1,22
0.0008655547898047113,0.005145816754256761,0.015769278971278097,0.38165434726669983,1.7003926766255124,iRVEA,1,learning,1,23
0.8878226319601984,0.9865498963364859,0.1800609880323064,0.3770339280232283,0.04143690013799694,iRVEA,1,learning,1,24
0.0012919950278221452,0.0032499684286988123,0.06882876708731094,0.1837883831903321,1.4055405274179147,iRVEA,1,learning,1,25
0.22739435741610617,0.4605271391161471,0.23359598564675915,0.8255110656108614,1.2372421762238919,iRVEA,1,learning,1,26
0.07572837502685709,0.06122525557195674,0.039807505560049555,0.21014043353675985,1.5375144379133319,iRVEA,1,learning,1,27
0.15813092941485662,0.3793633686829913,0.27889298740395646,0.416292952719101,1.253643477148732,iRVEA,1,learning,1,28
0.1598699862787649,0.09433716366170908,0.09537215721859635,0.3928824340936157,1.4771211201060344,iRVEA,1,learning,1,29
0.0017143988207393764,0.011017770486972188,0.0222203038795366,0.05156161108280516,1.2997709643360638,iRVEA,1,learning,1,30
0.16115489702330052,0.1490385911405612,0.10587555952173372,1.362257179083624,0.5040129771325005,iRVEA,1,learning,1,31
0.3716164278420547,0.44659074012763533,0.5182054917645065,0.061461200421999845,1.3525316777119245,iRVEA,1,learning,2,0
0.21453073236448686,0.1836260826484322,0.13885597259336852,0.5911812680611894,1.870356209431293,iRVEA,1,learning,2,1
0.35886841330307395,0.2412972229336414,0.12696186985862531,0.048309351948050375,1.0462565760147284,iRVEA,1,learning,2,2
0.014947056962105121,0.17932451405428929,0.18728020373763207,0.5000384628397075,1.5416923150802333,iRVEA,1,learning,2,3
0.06075087763177159,0.1230348377702238,0.06240771011450871,0.2205442663593845,1.7733233937566835,iRVEA,1,learning,2,4
0.6623654408765978,0.6056896322894316,0.30372588714980936,0.46721371460811545,1.0727443948608304,iRVEA,1,learning,2,5
0.3073958935353762,0.7378418591982515,0.534391557238783,0.8046105232725528,0.4419388077473068,iRVEA,1,learning,2,6
0.00761823184450601,0.8350794169533452,0.08772982612749934,0.4609736256595615,0.7257562764087792,iRVEA,1,learning,2,7
0.0059022824195675465,0.001726862448593785,0.01798572142534782,0.446198395765878,1.7384148144268614,iRVEA,1,learning,2,8
0.07556500431187295,0.017729748664446317,0.04396958587742745,0.3662567165387977,1.6201879227399616,iRVEA,1,learning,2,9
0.061650907181765156,0.04399239398927016,0.490176940005214,0.6284445664805993,0.9372041475311902,iRVEA,1,learning,2,10
0.23765301748263692,0.10521445220761985,0.993107562462749,0.9178223358252416,0.019221080148058674,iRVEA,1,learning,2,11
1.1457308530393542,0.43035392903491654,0.06461352501450636,0.22167094245998742,0.7510914383773413,iRVEA,1,learning,2,12
0.31595388021031895,0.2124421962026306,0.2358998340616754,0.04800840704588878,1.039738881816651,iRVEA,1,learning,2,13
0.06637581641057748,0.004063646806955392,0.48498990717046403,0.7509264035490477,1.1704783097283389,iRVEA,1,learning,2,14
0.01887046653265788,0.0691092193015197,0.06675264683370737,0.35552624993809917,1.1319844119452929,iRVEA,1,learning,2,15
0.0012919950278221452,0.0032499684286988123,0.06882876708731094,0.1837883831903321,1.4055405274179147,iRVEA,1,learning,2,16
0.22739435741610617,0.4605271391161471,0.23359598564675915,0.8255110656108614,1.2372421762238919,iRVEA,1,learning,2,17
0.07572837502685709,0.06122525557195674,0.039807505560049555,0.21014043353675985,1.5375144379133319,iRVEA,1,learning,2,18
0.15813092941485662,0.3793633686829913,0.27889298740395646,0.416292952719101,1.253643477148732,iRVEA,1,learning,2,19
0.1598699862787649,0.09433716366170908,0.09537215721859635,0.3928824340936157,1.4771211201060344,iRVEA,1,learning,2,20
0.0017143988207393764,0.011017770486972188,0.0222203038795366,0.05156161108280516,1.2997709643360638,iRVEA,1,learning,2,21
0.17490228097626662,0.16008415180697763,0.15828037971796977,0.5355733797125095,1.6944261438400565,iRVEA,1,learning,2,22
0.05198897385723985,0.10528991865988586,0.07984750154675267,0.2077573600394016,1.7225177977081152,iRVEA,1,learning,2,23
0.11342658202651207,0.06874044609287996,0.13803590101360752,0.36855609072401285,1.3791545773011078,iRVEA,1,learning,2,24
0.0234999639719209,0.24686844868192293,0.12740942077226375,0.5248588772584059,1.625886243251826,iRVEA,1,learning,2,25
0.062377903411164844,0.04204773239633614,0.042644714509984714,0.36275426352653867,1.6064564023469008,iRVEA,1,learning,2,26
0.12422727898585303,0.11476526013023546,0.2028177727292429,0.2303683056686917,1.364345283403023,iRVEA,1,learning,2,27
0.007403224136961275,0.001996245585852526,0.02242511511961695,0.5563330018631523,1.9865293104233688,iRVEA,1,learning,2,28
0.169978766539347,0.4864281625322058,0.011573032283425566,0.8104623151646378,0.7250356907852069,iRVEA,1,learning,2,29
0.012886444057991574,0.06435861215169296,0.2154779775594332,0.5857294615020754,1.2202514780976208,iRVEA,1,learning,2,30
0.8596471683878497,0.9552412771755145,0.243769058007819,0.36820536632010936,0.04046662080114175,iRVEA,1,learning,2,31
0.8077649516448232,0.8573723842617191,0.46971439233006085,0.29616745511340686,0.8474435605560079,iRVEA,1,learning,2,32
0.06812708554711207,0.13783675555101868,0.12124240436963635,0.32424607566968294,1.4973880678529747,iRVEA,1,learning,2,33
0.06952168822845396,0.04960876715614592,0.5527563171024917,0.7005865513086187,0.6737471649075596,iRVEA,1,learning,2,34
0.08656082019735965,0.0700669071082501,0.045523246874316504,0.1848207325831118,1.5126931572121085,iRVEA,1,learning,2,35
0.0009779765528426857,0.005518017028472431,0.015636300107264387,0.3816543864644755,1.7003928512641906,iRVEA,1,learning,2,36
0.3567392942425905,0.24443378026005202,0.12696183901165953,0.04830934021069228,1.0462563218136778,iRVEA,1,learning,2,37
0.3716164278420547,0.44659074012763533,0.5182054917645065,0.061461200421999845,1.3525316777119245,iRVEA,1,learning,3,0
0.21453073236448686,0.1836260826484322,0.13885597259336852,0.5911812680611894,1.870356209431293,iRVEA,1,learning,3,1
0.3073958935353762,0.7378418591982515,0.534391557238783,0.8046105232725528,0.4419388077473068,iRVEA,1,learning,3,2
0.00761823184450601,0.8350794169533452,0.08772982612749934,0.4609736256595615,0.7257562764087792,iRVEA,1,learning,3,3
0.0059022824195675465,0.001726862448593785,0.01798572142534782,0.446198395765878,1.7384148144268614,iRVEA,1,learning,3,4
0.07556500431187295,0.017729748664446317,0.04396958587742745,0.3662567165387977,1.6201879227399616,iRVEA,1,learning,3,5
0.31595388021031895,0.2124421962026306,0.2358998340616754,0.04800840704588878,1.039738881816651,iRVEA,1,learning,3,6
0.06637581641057748,0.004063646806955392,0.48498990717046403,0.7509264035490477,1.1704783097283389,iRVEA,1,learning,3,7
0.01887046653265788,0.0691092193015197,0.06675264683370737,0.35552624993809917,1.1319844119452929,iRVEA,1,learning,3,8
0.0012919950278221452,0.0032499684286988123,0.06882876708731094,0.1837883831903321,1.4055405274179147,iRVEA,1,learning,3,9
