f_1,f_2,f_3,f_1_min,f_2_min,f_3_min
0.1791632419721084,0.9552307715187106,0.23794430930823168,0.1791632419721084,0.9552307715187106,0.23794430930823168
0.1860746779533332,0.934485385324029,0.3049762415227333,0.1860746779533332,0.934485385324029,0.3049762415227333
0.16759028247144084,0.9601020948812561,0.22507597556168413,0.16759028247144084,0.9601020948812561,0.22507597556168413
0.15087327451823362,0.9527689987647838,0.265231556673462,0.15087327451823362,0.9527689987647838,0.265231556673462
0.113323628474995,0.9472403502199743,0.30056223686039274,0.113323628474995,0.9472403502199743,0.30056223686039274
0.1380632966787848,0.9634379804126278,0.23170453183393377,0.1380632966787848,0.9634379804126278,0.23170453183393377
0.13276296180433345,0.9469285519800502,0.293717012959701,0.13276296180433345,0.9469285519800502,0.293717012959701
0.11947726120609148,0.9031292673157482,0.41407480316763007,0.11947726120609148,0.9031292673157482,0.41407480316763007
0.15825840874400032,0.9595525451684334,0.23419962210760104,0.15825840874400032,0.9595525451684334,0.23419962210760104
0.21532992165888684,0.9374435779957984,0.27689795410809565,0.21532992165888684,0.9374435779957984,0.27689795410809565
0.15215183580277641,0.946287463424712,0.286000642934307,0.15215183580277641,0.946287463424712,0.286000642934307
0.16513818304311226,0.9362097384144653,0.3116931628701946,0.16513818304311226,0.9362097384144653,0.3116931628701946
0.24230744562496379,0.9408656224011104,0.2379389963443682,0.24230744562496379,0.9408656224011104,0.2379389963443682
0.18583826495272934,0.9608762688449226,0.20727933850867483,0.18583826495272934,0.9608762688449226,0.20727933850867483
0.23198120388335094,0.9445406273849819,0.23500690279398617,0.23198120388335094,0.9445406273849819,0.23500690279398617
0.13967446269295256,0.9582924198487934,0.2521580191284881,0.13967446269295256,0.9582924198487934,0.2521580191284881
0.1066021393830086,0.9707245123326379,0.2155073625736274,0.1066021393830086,0.9707245123326379,0.2155073625736274
0.13580217454950858,0.9317396507234824,0.33871605868444093,0.13580217454950858,0.9317396507234824,0.33871605868444093
0.18039398371740042,0.9523573749377324,0.24909153422258545,0.18039398371740042,0.9523573749377324,0.24909153422258545
0.12804777585541421,0.9653662874104447,0.2289014155862313,0.12804777585541421,0.9653662874104447,0.2289014155862313
0.19887804410522864,0.9529597329251819,0.23053339151700647,0.19887804410522864,0.9529597329251819,0.23053339151700647
0.22236412642298575,0.9441778961772948,0.24416077418635343,0.22236412642298575,0.9441778961772948,0.24416077418635343
0.20428483444979384,0.9607247995895846,0.18889396098247788,0.20428483444979384,0.9607247995895846,0.18889396098247788
0.09475481038497993,0.9438842046640893,0.31758387456796877,0.09475481038497993,0.9438842046640893,0.31758387456796877
0.16865335740900897,0.9577109822736883,0.23614758796772778,0.16865335740900897,0.9577109822736883,0.23614758796772778
0.20910202180426898,0.9505586941142112,0.23182159425088633,0.20910202180426898,0.9505586941142112,0.23182159425088633
0.1934355510956325,0.942726553663442,0.27300134549949534,0.1934355510956325,0.942726553663442,0.27300134549949534
0.202593245892483,0.9434252664478302,0.26350906576770367,0.202593245892483,0.9434252664478302,0.26350906576770367
0.16611743053290004,0.9316811570863683,0.32348472356369073,0.16611743053290004,0.9316811570863683,0.32348472356369073
0.2075375372634497,0.9554594149474507,0.21038440553445448,0.2075375372634497,0.9554594149474507,0.21038440553445448
0.15648338538901735,0.9305963316914029,0.3320200523331521,0.15648338538901735,0.9305963316914029,0.3320200523331521
0.14193412397730867,0.941565172384918,0.30652064955164976,0.14193412397730867,0.941565172384918,0.30652064955164976
0.1465727872502522,0.9290274231925868,0.3408770233446661,0.1465727872502522,0.9290274231925868,0.3408770233446661
0.338805274523232,0.9194166779457439,0.20208634043803703,0.338805274523232,0.9194166779457439,0.20208634043803703
0.09012587803012721,0.968923089507986,0.2324384617594767,0.09012587803012721,0.968923089507986,0.2324384617594767
0.14457318962352153,0.9695061825444355,0.1990697253186965,0.14457318962352153,0.9695061825444355,0.1990697253186965
0.13230809460238235,0.9506039446463834,0.282731320159176,0.13230809460238235,0.9506039446463834,0.282731320159176
0.18158971189834042,0.9658203693077649,0.1868695314014518,0.18158971189834042,0.9658203693077649,0.1868695314014518
0.24396387052007687,0.9384579455687436,0.24852060903764933,0.24396387052007687,0.9384579455687436,0.24852060903764933
0.3151254196549417,0.9280666629634572,0.2014542086011901,0.3151254196549417,0.9280666629634572,0.2014542086011901
0.1993944551402362,0.9500070465524146,0.2406991204927312,0.1993944551402362,0.9500070465524146,0.2406991204927312
0.12996546966673686,0.9596810037578635,0.25004842831224494,0.12996546966673686,0.9596810037578635,0.25004842831224494
0.11061969538083335,0.9604953012878916,0.25679260985191116,0.11061969538083335,0.9604953012878916,0.25679260985191116
0.22867599787338685,0.950508622772509,0.21289677587643652,0.22867599787338685,0.950508622772509,0.21289677587643652
0.09089351352249644,0.9634254811639694,0.2531978961798526,0.09089351352249644,0.9634254811639694,0.2531978961798526
0.1707800558750495,0.9513901736855344,0.25787683892147567,0.1707800558750495,0.9513901736855344,0.25787683892147567
0.1045713971876592,0.9790288264883353,0.17576836489222566,0.1045713971876592,0.9790288264883353,0.17576836489222566
0.11467386618897336,0.9401539844154805,0.322283845153914,0.11467386618897336,0.9401539844154805,0.322283845153914
0.1240062935845737,0.9765546131229935,0.17887554396641892,0.1240062935845737,0.9765546131229935,0.17887554396641892
0.29180817082504107,0.9361162176655706,0.1992297673275202,0.29180817082504107,0.9361162176655706,0.1992297673275202
0.13428505570369742,0.9396289890198158,0.31583342824888305,0.13428505570369742,0.9396289890198158,0.31583342824888305
0.221260284672016,0.9470939823710391,0.23355407856243646,0.221260284672016,0.9470939823710391,0.23355407856243646
0.15714137492120525,0.9623213746521414,0.22350702406601872,0.15714137492120525,0.9623213746521414,0.22350702406601872
0.13124846034880366,0.9539627184778179,0.27114430462396,0.13124846034880366,0.9539627184778179,0.27114430462396
0.20571293494774376,0.9362591465807383,0.2860926760723298,0.20571293494774376,0.9362591465807383,0.2860926760723298
0.13642510880620554,0.9273621505713489,0.3500951891385545,0.13642510880620554,0.9273621505713489,0.3500951891385545
0.2609950431342223,0.9230798141446472,0.28384869875280233,0.2609950431342223,0.9230798141446472,0.28384869875280233
0.25775419111942366,0.9311674116474912,0.2606800213465019,0.25775419111942366,0.9311674116474912,0.2606800213465019
0.09973298358775004,0.8977167824409843,0.43040281963001414,0.09973298358775004,0.8977167824409843,0.43040281963001414
0.17248569093405278,0.944761418208069,0.2799573487808794,0.17248569093405278,0.944761418208069,0.2799573487808794
0.23783185538770246,0.9299984179230268,0.2807629791689792,0.23783185538770246,0.9299984179230268,0.2807629791689792
0.1710546484424049,0.9485195499453799,0.2687602237785492,0.1710546484424049,0.9485195499453799,0.2687602237785492
0.24727029364446157,0.9495961694669249,0.1944646521692215,0.24727029364446157,0.9495961694669249,0.1944646521692215
0.11631272476266613,0.9318667129384577,0.3451720144921844,0.11631272476266613,0.9318667129384577,0.3451720144921844
0.1388313261579289,0.9082830467584666,0.39684122030976027,0.1388313261579289,0.9082830467584666,0.39684122030976027
0.2806730363888755,0.9228934061359996,0.26498035881562954,0.2806730363888755,0.9228934061359996,0.26498035881562954
0.16429713488825548,0.9653523167471972,0.20381803983148383,0.16429713488825548,0.9653523167471972,0.20381803983148383
0.17503469118275225,0.9373438653983037,0.3023133751945318,0.17503469118275225,0.9373438653983037,0.3023133751945318
1.000351498433866,0.0,0.0,1.000351498433866,0.0,0.0
0.18130873510333223,0.9489742937419378,0.2597381004546797,0.18130873510333223,0.9489742937419378,0.2597381004546797
0.15922386363097965,0.9570606560852004,0.2450926243867761,0.15922386363097965,0.9570606560852004,0.2450926243867761
0.17972214752963578,0.9159318717314117,0.36002068494198497,0.17972214752963578,0.9159318717314117,0.36002068494198497
0.26951881833603447,0.942975551864609,0.19705406767293615,0.26951881833603447,0.942975551864609,0.19705406767293615
0.088927468034262,0.9734643696982641,0.21180230293169747,0.088927468034262,0.9734643696982641,0.21180230293169747
0.1089616507184618,0.9656729319564146,0.23638516673359994,0.1089616507184618,0.9656729319564146,0.23638516673359994
0.22492695989136635,0.9374028693762667,0.26710914977296346,0.22492695989136635,0.9374028693762667,0.26710914977296346
0.16169517104450418,0.9442147501571728,0.28880587430420485,0.16169517104450418,0.9442147501571728,0.28880587430420485
