f_1,f_2,f_3,f_1_min,f_2_min,f_3_min
6.123296051437833e-17,1.0000101344650736,9.463456163149967e-32,6.123296051437833e-17,1.0000101344650736,9.463456163149967e-32
1.0000035906104652,4.014784911213842e-34,6.6295272504081415e-31,1.0000035906104652,4.014784911213842e-34,6.6295272504081415e-31
0.10772712951112054,0.7537998585955785,0.6493934026721911,0.10772712951112054,0.7537998585955785,0.6493934026721911
0.2473921238430465,0.8120708069389581,0.5297881385612913,0.2473921238430465,0.8120708069389581,0.5297881385612913
0.12310403204695296,0.8621922652673429,0.4928821023715174,0.12310403204695296,0.8621922652673429,0.4928821023715174
0.15287173679128402,0.8520118277499432,0.5023458549731198,0.15287173679128402,0.8520118277499432,0.5023458549731198
0.16253033578479914,0.8548795903280986,0.49500912457158364,0.16253033578479914,0.8548795903280986,0.49500912457158364
0.18548711958028904,0.8118290891786569,0.5547587273594039,0.18548711958028904,0.8118290891786569,0.5547587273594039
0.14294525363938004,0.8558677000401379,0.4994000562324761,0.14294525363938004,0.8558677000401379,0.4994000562324761
0.14420055781785135,0.8358130777273105,0.5309512863221088,0.14420055781785135,0.8358130777273105,0.5309512863221088
0.10157232508136743,0.9005297727238214,0.42357621401115303,0.10157232508136743,0.9005297727238214,0.42357621401115303
0.22817495478261812,0.7923382270277111,0.5674982115351803,0.22817495478261812,0.7923382270277111,0.5674982115351803
0.10534520422370951,0.8439089734038464,0.5281434822161931,0.10534520422370951,0.8439089734038464,0.5281434822161931
0.22444192423891215,0.8361633242760979,0.5018777925988327,0.22444192423891215,0.8361633242760979,0.5018777925988327
0.17076320260277747,0.8688700853000404,0.4653356630111023,0.17076320260277747,0.8688700853000404,0.4653356630111023
0.1388431423505895,0.9024065689558545,0.4152904979201053,0.1388431423505895,0.9024065689558545,0.4152904979201053
0.21601299586998932,0.8206406708444124,0.5326356073996161,0.21601299586998932,0.8206406708444124,0.5326356073996161
0.20192945033493886,0.8580997495881417,0.474600357232521,0.20192945033493886,0.8580997495881417,0.474600357232521
0.12627399348909876,0.8105632572150967,0.577970661946393,0.12627399348909876,0.8105632572150967,0.577970661946393
0.24453335115164948,0.8402730325064162,0.4855712027594403,0.24453335115164948,0.8402730325064162,0.4855712027594403
0.126854266097421,0.7776844718105351,0.6175910616692007,0.126854266097421,0.7776844718105351,0.6175910616692007
0.18299106953245978,0.8469079536333778,0.5010103593100058,0.18299106953245978,0.8469079536333778,0.5010103593100058
0.1459748560363931,0.7991936870543054,0.5833636552443532,0.1459748560363931,0.7991936870543054,0.5833636552443532
0.15961768883482344,0.8845697550946506,0.4415547199255462,0.15961768883482344,0.8845697550946506,0.4415547199255462
0.17964362128804517,0.8769176390460429,0.44671981993211907,0.17964362128804517,0.8769176390460429,0.44671981993211907
0.1649739555532819,0.8214202769617044,0.5486860667693285,0.1649739555532819,0.8214202769617044,0.5486860667693285
0.1516318342159614,0.8722697701689393,0.4714507772545373,0.1516318342159614,0.8722697701689393,0.4714507772545373
0.2136789751911272,0.8404184989483733,0.4989532787516185,0.2136789751911272,0.8404184989483733,0.4989532787516185
0.24872366090849876,0.7967784774935283,0.55167501750816,0.24872366090849876,0.7967784774935283,0.55167501750816
0.23451784053620353,0.8383333819415695,0.4938955404311113,0.23451784053620353,0.8383333819415695,0.4938955404311113
0.10259140412906245,0.8921226378279601,0.44524974200899026,0.10259140412906245,0.8921226378279601,0.44524974200899026
0.19414496034569687,0.837004724106999,0.5156149175803768,0.19414496034569687,0.837004724106999,0.5156149175803768
0.2255573241087754,0.8217860523623576,0.5237331310737753,0.2255573241087754,0.8217860523623576,0.5237331310737753
0.19598678767565314,0.8163775421944437,0.5485790033746093,0.19598678767565314,0.8163775421944437,0.5485790033746093
