f_1,f_2,f_3,f_4,f_5,f_1_min,f_2_min,f_3_min,f_4_min,f_5_min
0.005185657451541323,0.12822234220398102,0.0037366038687414475,0.12080819048186255,9.517960809384986,0.005185657451541323,0.12822234220398102,0.0037366038687414475,0.12080819048186255,9.517960809384986
0.03525309625518078,0.12018504559182695,0.0010778432331669274,0.11319595617377752,9.522118356616742,0.03525309625518078,0.12018504559182695,0.0010778432331669274,0.11319595617377752,9.522118356616742
0.0024437790222172247,0.13396040710637916,0.0027721566102703334,0.11331291952720265,9.535278784269943,0.0024437790222172247,0.13396040710637916,0.0027721566102703334,0.11331291952720265,9.535278784269943
0.005408532379649612,0.1264607346277195,0.010697335105128228,0.11372565550147172,9.528920331180704,0.005408532379649612,0.1264607346277195,0.010697335105128228,0.11372565550147172,9.528920331180704
0.00370683214810001,0.1283860536327517,0.01122461677118644,0.128784093803617,9.49206953430435,0.00370683214810001,0.1283860536327517,0.01122461677118644,0.128784093803617,9.49206953430435
0.016525656049693874,0.11476005417960591,0.010847813421742729,0.12462186132949563,9.518983447275634,0.016525656049693874,0.11476005417960591,0.010847813421742729,0.12462186132949563,9.518983447275634
0.00354661530112986,0.12311503391990233,0.010987997939589163,0.13899193253039058,9.480572007745186,0.00354661530112986,0.12311503391990233,0.010987997939589163,0.13899193253039058,9.480572007745186
0.0005278575445210932,0.127001830938689,0.0061093491945343106,0.11451025739993043,9.540294815595965,0.0005278575445210932,0.127001830938689,0.0061093491945343106,0.11451025739993043,9.540294815595965
0.0005632511008443733,0.1276321142556481,0.004628246767823994,0.1252890146704582,9.511687222641028,0.0005632511008443733,0.1276321142556481,0.004628246767823994,0.1252890146704582,9.511687222641028
0.0006170113005396637,0.1210703807410303,0.005684336685510912,0.11919477848543898,9.544078273976975,0.0006170113005396637,0.1210703807410303,0.005684336685510912,0.11919477848543898,9.544078273976975
0.0025810718831609405,0.12597675982086579,0.0029560688683154127,0.11707959040382482,9.53246865257379,0.0025810718831609405,0.12597675982086579,0.0029560688683154127,0.11707959040382482,9.53246865257379
0.005985340628738556,0.12570132865100658,0.000051280095904741516,0.11343406636592276,9.542816672473863,0.005985340628738556,0.12570132865100658,0.000051280095904741516,0.11343406636592276,9.542816672473863
0.0028043556451078366,0.1216528670679605,0.0063010628595270325,0.12334258240793211,9.525025278007483,0.0028043556451078366,0.1216528670679605,0.0063010628595270325,0.12334258240793211,9.525025278007483
0.016552454128826284,0.12865436999830945,0.010848354408994626,0.12482178571655789,9.485328079734492,0.016552454128826284,0.12865436999830945,0.010848354408994626,0.12482178571655789,9.485328079734492
0.01597290812795081,0.15108934185975442,0.00036299252309651047,0.1197727821047408,9.45778188536055,0.01597290812795081,0.15108934185975442,0.00036299252309651047,0.1197727821047408,9.45778188536055
0.010020440929167084,0.12951475477156646,0.002361671559927718,0.11913561415263743,9.512070545111289,0.010020440929167084,0.12951475477156646,0.002361671559927718,0.11913561415263743,9.512070545111289
0.009658395401509326,0.12273009513645357,0.005722981666029156,0.11473232921173229,9.536302185684539,0.009658395401509326,0.12273009513645357,0.005722981666029156,0.11473232921173229,9.536302185684539
0.009625452055918474,0.12910391496535162,0.019764562749758137,0.11918303482358583,9.500513440790478,0.009625452055918474,0.12910391496535162,0.019764562749758137,0.11918303482358583,9.500513440790478
0.0,0.15896195414439182,0.0065155327195712265,0.13726093464464875,9.412862925481877,0.0,0.15896195414439182,0.0065155327195712265,0.13726093464464875,9.412862925481877
0.012108383583034107,0.12091294159128224,0.008912407981426965,0.12186344930641971,9.52262396911221,0.012108383583034107,0.12091294159128224,0.008912407981426965,0.12186344930641971,9.52262396911221
0.00890325791589872,0.12335458402907078,0.011245943451872025,0.1258999107937696,9.504516067281031,0.00890325791589872,0.12335458402907078,0.011245943451872025,0.1258999107937696,9.504516067281031
0.0006011254230644655,0.12111067452982278,0.0065813257805661905,0.1309832827763717,9.523568429404747,0.0006011254230644655,0.12111067452982278,0.0065813257805661905,0.1309832827763717,9.523568429404747
0.01041859078292941,0.12876922820087544,0.005392423345664388,0.12138704118844068,9.504841806826654,0.01041859078292941,0.12876922820087544,0.005392423345664388,0.12138704118844068,9.504841806826654
0.01143364260792384,0.12313243681168172,0.01620841249729582,0.11635742428336068,9.519199831068136,0.01143364260792384,0.12313243681168172,0.01620841249729582,0.11635742428336068,9.519199831068136
0.00003441467714633137,0.13361144232246852,0.00007328523816331999,0.12464449033194161,9.50605876299084,0.00003441467714633137,0.13361144232246852,0.00007328523816331999,0.12464449033194161,9.50605876299084
0.00019392129107779522,0.1302175859534794,0.01485489182515315,0.13975170579926038,9.472118007360217,0.00019392129107779522,0.1302175859534794,0.01485489182515315,0.13975170579926038,9.472118007360217
0.011116646127464222,0.11964892723525156,0.006627931814457735,0.12179396991181494,9.529031656685198,0.011116646127464222,0.11964892723525156,0.006627931814457735,0.12179396991181494,9.529031656685198
0.005737551088932763,0.1542897087287987,0.0030755327866891936,0.11647847767286792,9.48668025207142,0.005737551088932763,0.1542897087287987,0.0030755327866891936,0.11647847767286792,9.48668025207142
0.002654320227263996,0.12333456580821399,0.002679725681619696,0.1259286524814191,9.523351882243523,0.002654320227263996,0.12333456580821399,0.002679725681619696,0.1259286524814191,9.523351882243523
0.006063385883767857,0.11707836306700174,0.0002423009599000786,0.14096491023558155,9.503076355346503,0.006063385883767857,0.11707836306700174,0.0002423009599000786,0.14096491023558155,9.503076355346503
0.004122079932202402,0.11595537619320367,0.0031381718587901244,0.1441688916330755,9.4937705854603,0.004122079932202402,0.11595537619320367,0.0031381718587901244,0.1441688916330755,9.4937705854603
