f_1,f_2,f_3,f_1_min,f_2_min,f_3_min,iopis_guess,iopis_stom
0.0033522709205076467,0.005165992780835751,6.021499378399139,0.0033522709205076467,0.005165992780835751,6.021499378399139,-1.326262325402067,1.2092248191014574
0.001847106073640842,0.0,6.075294042054363,0.001847106073640842,0.0,6.075294042054363,-1.3306868723349596,1.2221790536304464
0.0013439167157581018,0.0,6.237307692615908,0.0013439167157581018,0.0,6.237307692615908,-1.3313575406167082,1.2611934632453705
0.0023441487674599887,0.0006869478326384723,6.001550443039011,0.0023441487674599887,0.0006869478326384723,6.001550443039011,-1.3300243093341158,1.2044209057868314
0.00014141586731009276,8.715248051691293e-9,5.999866678267093,0.00014141586731009276,8.715248051691293e-9,5.999866678267093,-1.3329609001960177,1.204015427821998
0.002345090930806704,6.738389333312232e-7,6.134394338419513,0.002345090930806704,6.738389333312232e-7,6.134394338419513,-1.3300229213536932,1.2364109631334386
0.0008967368310369983,6.816822953293612e-7,6.214508622271535,0.0008967368310369983,6.816822953293612e-7,6.214508622271535,-1.331953724302346,1.2557032307770015
0.003930585990855495,0.0,5.995931782580226,0.003930585990855495,0.0,5.995931782580226,-1.3279093463555556,1.2030678830752848
0.003326200233839378,0.0,5.996915227720863,0.003326200233839378,0.0,5.996915227720863,-1.3287150863313792,1.203304703501018
0.1124254812466472,0.11367422013704903,5.576083521974205,0.1124254812466472,0.11367422013704903,5.576083521974205,-1.1816041482937325,1.101965360113752
0.0008957946676902883,1.813265362964439e-6,6.050632714476526,0.0008957946676902883,1.813265362964439e-6,6.050632714476526,-1.3319551442281825,1.2162403700833362
0.0013540230379463516,8.67308658726108e-9,6.094830630365031,0.0013540230379463516,8.67308658726108e-9,6.094830630365031,-1.3313442097819872,1.2268836459648633
0.017859874397284065,1.8515416965834607e-10,5.9791894951377635,0.017859874397284065,1.8515416965834607e-10,5.9791894951377635,-1.3093394380586845,1.1990362384508972
0.0005544458475067776,0.0,5.999563359256485,0.0005544458475067776,0.0,5.999563359256485,-1.3324102667880355,1.2039423874027055
0.0,0.0,6.0000051312646665,0.0,0.0,6.0000051312646665,-1.3331494295774393,1.2040487680407552
0.007847025313470785,8.561469223976434e-9,5.991595194367376,0.007847025313470785,8.561469223976434e-9,5.991595194367376,-1.3226881231233347,1.2020236074976742
0.0003667430311112556,0.0,6.14399190779892,0.0003667430311112556,0.0,6.14399190779892,-1.3326603596385496,1.2387221402353716
0.0027869736958532412,8.759624525166171e-9,6.002847675334195,0.0027869736958532412,8.759624525166171e-9,6.002847675334195,-1.3294339539046838,1.2047332905538224
0.0014109506555257524,0.0,5.998937195000254,0.0014109506555257524,0.0,5.998937195000254,-1.3312684122370717,1.2037916045848813
0.003930585990855495,0.00002855770392505867,6.087841053724569,0.003930585990855495,0.00002855770392505867,6.087841053724569,-1.3279092544082125,1.2252005005614333
