f_1,f_2,f_3,f_4,f_5,f_1_min,f_2_min,f_3_min,f_4_min,f_5_min,iopis_guess,iopis_stom
2.1648901405887338e-17,2.1648901405887338e-17,3.0616169978683836e-17,4.329780281177467e-17,1.0,2.1648901405887338e-17,2.1648901405887338e-17,3.0616169978683836e-17,4.329780281177467e-17,1.0,2.065795328890938e-6,1.9382665699700776
0.0005157032052970228,0.0005157032052970228,0.0007293144670903262,0.0010314064105940454,0.9999989362002504,0.0005157032052970228,0.0005157032052970228,0.0007293144670903262,0.0010314064105940454,0.9999989362002504,-1.282299951080352e-7,516.7042386432723
0.013160585321968014,0.013160585321968014,0.01861187825109545,0.02632117064393602,0.9993069558208156,0.013160585321968014,0.013160585321968014,0.01861187825109545,0.02632117064393602,0.9993069558208156,-0.0014295319737602128,13161.61164511587
0.06002066557187127,0.057385453957327665,0.1590827535159722,0.3188930240899052,1.696367113458212,0.06002066557187127,0.057385453957327665,0.1590827535159722,0.3188930240899052,1.696367113458212,1.4385561994540517,60021.78298170275
0.011435723003020256,0.011435723003020256,0.016172554566413224,0.02287144600604051,0.9994767600675794,0.011435723003020256,0.011435723003020256,0.016172554566413224,0.02287144600604051,0.9994767600675794,-0.001078762741781813,11436.745876438521
0.018231365555934565,0.017463138614113062,0.0469377676282889,0.08810654473916753,1.595491536304633,0.018231365555934565,0.017463138614113062,0.0469377676282889,0.08810654473916753,1.595491536304633,1.2301671508160321,18232.401253653064
0.10390354443702049,0.09882472422567185,0.31563974817931006,0.6682165964104306,1.855784662712094,0.10390354443702049,0.09882472422567185,0.31563974817931006,0.6682165964104306,1.855784662712094,1.7678813154304207,103904.74716975435
0.0025908778847838526,0.0025908778847838526,0.003664054643113841,0.005181755769567704,0.9999731490466577,0.0025908778847838526,0.0025908778847838526,0.003664054643113841,0.005181755769567704,0.9999731490466577,-0.000053384901432003704,2591.883068485765
0.0028384917490109347,0.0028384917490109347,0.004014233528135391,0.005676983498021869,0.9999677713390199,0.0028384917490109347,0.0028384917490109347,0.004014233528135391,0.005676983498021869,0.9999677713390199,-0.00006449244200610016,2839.497427941323
0.04902470256980239,0.04902470256980239,0.06933139926552166,0.09804940513960478,0.9903396529996864,0.04902470256980239,0.04902470256980239,0.06933139926552166,0.09804940513960478,0.9903396529996864,-0.0199539145463932,49025.800621277165
0.014773069464338838,0.013943116716341044,0.03757417696761563,0.07363478568801768,1.6761204166002766,0.014773069464338838,0.013943116716341044,0.03757417696761563,0.07363478568801768,1.6761204166002766,1.3967300408739047,14774.098183872708
0.007776777178737282,0.009479077216786038,0.027526483508042453,0.05887674809779657,2.043754766240477,0.007776777178737282,0.009479077216786038,0.027526483508042453,0.05887674809779657,2.043754766240477,2.1561880755829637,9480.09447667612
