f_1,f_2,f_3,f_1_min,f_2_min,f_3_min,iopis_guess,iopis_stom
0.21565952003372893,0.10691685046942469,0.9706885381359723,0.21565952003372893,0.10691685046942469,0.9706885381359723,-0.993406500668769,1.0002024350425793
0.21570539101676497,0.1067960362247153,0.9706379994500162,0.21570539101676497,0.1067960362247153,0.9706379994500162,-0.9951193867229984,1.000187720773967
0.21523688684983952,0.10773432743267165,0.9706321665041334,0.21523688684983952,0.10773432743267165,0.9706321665041334,-0.9953170797982436,1.0001443552215057
0.21573021658550176,0.10670189389168619,0.9706728060296852,0.21573021658550176,0.10670189389168619,0.9706728060296852,-0.9939397023411923,1.000302830942454
0.2152088333419765,0.10773528930868191,0.9706421500316385,0.2152088333419765,0.10773528930868191,0.9706421500316385,-0.9949787124230212,1.0001546421470775
0.21524472435936595,0.10773371584746853,0.9706607363065798,0.21524472435936595,0.10773371584746853,0.9706607363065798,-0.9943487757450412,1.0001737936338173
0.2156824882870989,0.10678469705170932,0.9706448266641761,0.2156824882870989,0.10678469705170932,0.9706448266641761,-0.9948879949276009,1.0001573935354926
0.2162127101427101,0.10823783818587158,0.9703766505602361,0.2162127101427101,0.10823783818587158,0.9703766505602361,-0.9992691049128317,1.0037593684317225
0.2152320860598277,0.10773192445290997,0.9706334899568307,0.2152320860598277,0.10773192445290997,0.9706334899568307,-0.9952722245931961,1.0001457188652705
0.21524200069447047,0.10773235260597314,0.9706504200239781,0.21524200069447047,0.10773235260597314,0.9706504200239781,-0.9946984210855311,1.0001631636902983
0.4984268712826553,0.499993231639844,0.7082285582987088,0.4984268712826553,0.499993231639844,0.7082285582987088,-0.5604154382510388,4.636720335615296
