f_1,f_2,f_3,f_4,f_5,f_1_min,f_2_min,f_3_min,f_4_min,f_5_min,iopis_guess,iopis_stom
0.055645713877374436,0.05511905288046509,0.16455726553373637,0.05542169055478599,0.1697194859168509,0.055645713877374436,0.05511905288046509,0.16455726553373637,0.05542169055478599,0.1697194859168509,-0.9800193050724918,1.194453319172286
0.05528225759918945,0.05530027033878243,0.16472483944431088,0.05541804954528506,0.16974252463792838,0.05528225759918945,0.05530027033878243,0.16472483944431088,0.05541804954528506,0.16974252463792838,-0.9801478225656118,1.1895665383311993
0.05566052944409843,0.05569523869107309,0.1654274589968955,0.05571582570850368,0.16796379145192183,0.05566052944409843,0.05569523869107309,0.1654274589968955,0.05571582570850368,0.16796379145192183,-0.9798646745330757,1.1959582718421469
0.055805372011568516,0.05583764135408592,0.16511216357325073,0.055747249879037,0.16796524119424072,0.055805372011568516,0.05583764135408592,0.16511216357325073,0.055747249879037,0.16796524119424072,-0.9795960110994819,1.1985730298630806
0.05552341003187931,0.05506648042306291,0.16473646583448887,0.05542256096558855,0.16971919456082374,0.05552341003187931,0.05506648042306291,0.16473646583448887,0.05542256096558855,0.16971919456082374,-0.9802170623572981,1.1918280842969062
0.05593804296716377,0.055409484381220245,0.16541515941304805,0.05571169097923505,0.16798863147625512,0.05593804296716377,0.055409484381220245,0.16541515941304805,0.05571169097923505,0.16798863147625512,-0.9793745757166071,1.2007281291245755
0.05555737130276203,0.055192533433522324,0.16453518582645207,0.05541425426991166,0.1697638122777494,0.05555737130276203,0.055192533433522324,0.16453518582645207,0.05541425426991166,0.1697638122777494,-0.980084644535059,1.1925570597722814
0.05004861916930941,0.050079210164584685,0.17570315008283374,0.049795919858060214,0.1748258435467559,0.05004861916930941,0.050079210164584685,0.17570315008283374,0.049795919858060214,0.1748258435467559,-0.9624576667975189,1.0775822115458424
0.05486672928669097,0.0562936190008359,0.16558622892640443,0.055745439160060764,0.16797565141192736,0.05486672928669097,0.0562936190008359,0.16558622892640443,0.055745439160060764,0.16797565141192736,-0.9785903548156126,1.2083605087813538
0.2536085766166412,0.2604698312294251,0.760301892333017,0.2565291415871444,0.7733464567270621,0.2536085766166412,0.2604698312294251,0.760301892333017,0.2565291415871444,0.7733464567270621,0.8112530079284399,5.5909901582402295
