f_1,f_2,f_3,f_1_min,f_2_min,f_3_min
0.24931093199664398,0.055677700520005396,0.9668217691313686,0.24931093199664398,0.055677700520005396,0.9668217691313686
0.2274293396755988,0.05461224473576559,0.9722884169885357,0.2274293396755988,0.05461224473576559,0.9722884169885357
0.22039486162759298,0.13521755311448522,0.9659930387578867,0.22039486162759298,0.13521755311448522,0.9659930387578867
0.2132168122527065,0.035882048956114396,0.976345874897856,0.2132168122527065,0.035882048956114396,0.976345874897856
0.2373989509207488,0.10528623252282016,0.9658814923192363,0.2373989509207488,0.10528623252282016,0.9658814923192363
0.29888543596596207,0.07752970623976349,0.9511355800383601,0.29888543596596207,0.07752970623976349,0.9511355800383601
0.25076588970149005,0.18194887016205735,0.9507955792528129,0.25076588970149005,0.18194887016205735,0.9507955792528129
0.35768369601850075,0.03879627236155418,0.9330368362047923,0.35768369601850075,0.03879627236155418,0.9330368362047923
0.21682608780794357,0.05461686160813007,0.9746814230010945,0.21682608780794357,0.05461686160813007,0.9746814230010945
0.24441885361996832,0.08513534784925308,0.965925328055046,0.24441885361996832,0.08513534784925308,0.965925328055046
0.2116378183800374,0.0833976413661284,0.9737835818386668,0.2116378183800374,0.0833976413661284,0.9737835818386668
0.24242292346773525,0.07510395124920136,0.9672601017681896,0.24242292346773525,0.07510395124920136,0.9672601017681896
0.34040165588018234,0.05862878490230001,0.9385041610601301,0.34040165588018234,0.05862878490230001,0.9385041610601301
0.2706050305132972,0.16137797011692662,0.9490690378801161,0.2706050305132972,0.16137797011692662,0.9490690378801161
0.22032307649727179,0.07409408193633558,0.9726089640503356,0.22032307649727179,0.07409408193633558,0.9726089640503356
0.21496791589243727,0.04515499122820233,0.9756072789624074,0.21496791589243727,0.04515499122820233,0.9756072789624074
0.23834313301957777,0.05536569842963975,0.9696089215943968,0.23834313301957777,0.05536569842963975,0.9696089215943968
0.19638153783074125,0.0,0.9805277049162453,0.19638153783074125,0.0,0.9805277049162453
0.24742858572591026,0.04581949449161403,0.9678222294993692,0.24742858572591026,0.04581949449161403,0.9678222294993692
0.26728600474839487,0.08601856099701823,0.9608078936423979,0.26728600474839487,0.08601856099701823,0.9608078936423979
0.2556419882322586,0.08577483982718433,0.9629591090488034,0.2556419882322586,0.08577483982718433,0.9629591090488034
0.26233042259015177,0.017518612488832207,0.9648202154729695,0.26233042259015177,0.017518612488832207,0.9648202154729695
0.2263208191787443,0.10452132589338652,0.9684319733044241,0.2263208191787443,0.10452132589338652,0.9684319733044241
