f_1,f_2,f_3,f_1_min,f_2_min,f_3_min,iopis_guess,iopis_stom
0.5283935848347788,0.5283935848347788,0.6645302393502517,0.5283935848347788,0.5283935848347788,0.6645302393502517,-0.9480831657958468,1.0513844707742899
0.5275745632855277,0.5275745632855277,0.6658304291245405,0.5275745632855277,0.5275745632855277,0.6658304291245405,-0.9444107610916442,1.0497548086670154
0.5287732060208149,0.525892283245231,0.6714377128921756,0.5287732060208149,0.525892283245231,0.6714377128921756,-0.928563693771597,1.0464074728030737
0.5275696189417145,0.5259312947444034,0.6708030984069683,0.5275696189417145,0.5259312947444034,0.6708030984069683,-0.9303572170997261,1.0464850935497239
0.5262373187066707,0.5244003009969851,0.673044452595001,0.5262373187066707,0.5244003009969851,0.673044452595001,-0.9240228030347262,1.043438772661997
0.5266331088529106,0.5249977830539871,0.6722685894111133,0.5266331088529106,0.5249977830539871,0.6722685894111133,-0.9262155125720805,1.0446276226991862
0.524947350052129,0.524947350052129,0.6699705660299526,0.524947350052129,0.524947350052129,0.6699705660299526,-0.9327100929804031,1.0445272662454193
0.526291450683246,0.526291450683246,0.6678582318691961,0.526291450683246,0.526291450683246,0.6678582318691961,-0.9386798764569917,1.0472017134514062
0.5257872690736257,0.5257872690736257,0.6686519986960313,0.5257872690736257,0.5257872690736257,0.6686519986960313,-0.9364365684693473,1.0461985094776873
0.5237344620364626,0.5237344620364626,0.6718663755173007,0.5237344620364626,0.5237344620364626,0.6718663755173007,-0.9273522417927748,1.0421139015679268
0.5235326169177968,0.5235326169177968,0.6721809265714156,0.5235326169177968,0.5235326169177968,0.6721809265714156,-0.9264632718065414,1.041712276788729
0.52602885786833,0.52602885786833,0.668271861879191,0.52602885786833,0.52602885786833,0.668271861879191,-0.9375108939870166,1.0466792149107984
0.5261866521026441,0.5245759287758475,0.6729323304835992,0.5261866521026441,0.5245759287758475,0.6729323304835992,-0.9243396775629705,1.0437882308967033
0.5240165014124784,0.5240165014124784,0.6714264013984348,0.5240165014124784,0.5240165014124784,0.6714264013984348,-0.9285956767826458,1.0426750942424172
0.5244561863309166,0.5244561863309166,0.6707394555551818,0.5244561863309166,0.5244561863309166,0.6707394555551818,-0.930537092112117,1.0435499648308408
0.5281828778752468,0.5253075439222702,0.6723551295559531,0.5281828778752468,0.5253075439222702,0.6723551295559531,-0.9259709322163573,1.0452439777279339
0.5233392024923286,0.5233392024923286,0.672482087694079,0.5233392024923286,0.5233392024923286,0.672482087694079,-0.9256121438406857,1.0413274271252124
0.5255700942640671,0.5255700942640671,0.6689933871351192,0.5255700942640671,0.5255700942640671,0.6689933871351192,-0.9354717518692429,1.0457663821882486
0.5269250347982665,0.5269250347982665,0.6668583173401164,0.5269250347982665,0.5269250347982665,0.6668583173401164,-0.9415057897851042,1.0484623982678627
1.1597425709169502,0.570171925954827,1.1725162956407116,1.1597425709169502,0.570171925954827,1.1725162956407116,0.48756494489558305,2.0191712975009004
