f_1,f_2,f_3,f_1_min,f_2_min,f_3_min,iopis_guess,iopis_stom
0.7029055358589343,0.6932828179738897,0.20755000517709052,0.7029055358589343,0.6932828179738897,0.20755000517709052,-0.8427892361642466,1.63149860356715
0.6856571692357996,0.6854783863483503,0.24561333865228416,0.6856571692357996,0.6854783863483503,0.24561333865228416,-0.8642342245839952,1.9307030886685506
0.7004757636090204,0.7001845667901716,0.14001749697498142,0.7004757636090204,0.7001845667901716,0.14001749697498142,-0.8238247497476588,1.1007989519031613
0.7001522661740551,0.6910387919489211,0.22169435718887792,0.7001522661740551,0.6910387919489211,0.22169435718887792,-0.8489553496080893,1.7426831319828708
0.6858433201820296,0.6856696092913995,0.2445381220934258,0.6858433201820296,0.6856696092913995,0.2445381220934258,-0.8637087840490877,1.9222511323037914
0.6939653195114066,0.6877848014649882,0.23844953760432472,0.6939653195114066,0.6877848014649882,0.23844953760432472,-0.8578966473935777,1.8743905982563438
0.6960880599480433,0.6958166743105337,0.1783178382540974,0.6960880599480433,0.6958166743105337,0.1783178382540974,-0.835826786864498,1.401713246856867
0.7011444625382446,0.6873135593519484,0.24872867254782322,0.7011444625382446,0.6873135593519484,0.24872867254782322,-0.8591914808606869,1.955191823095841
0.6887815266362166,0.688409610389571,0.22882364188401194,0.6887815266362166,0.688409610389571,0.22882364188401194,-0.8561798350062547,1.7987242951130373
0.6902267910002523,0.6898555364101068,0.2199364252104439,0.6902267910002523,0.6898555364101068,0.2199364252104439,-0.8522067343199885,1.7288645377744658
0.68717366613735,0.6869060133509277,0.23758954854960487,0.68717366613735,0.6869060133509277,0.23758954854960487,-0.860311404512955,1.8676304703307305
0.5021211056962882,0.5022046418735846,0.7221668868653403,0.5021211056962882,0.5022046418735846,0.7221668868653403,-0.31832477619253746,5.676747969512103
