f_1,f_2,f_3,f_4,f_5,f_1_min,f_2_min,f_3_min,f_4_min,f_5_min,iopis_guess,iopis_stom
0.25081180455297275,0.8603219488124227,0.8592869307064595,0.25081697281290105,5.7608050183033646,0.25081180455297275,0.8603219488124227,0.8592869307064595,0.25081697281290105,5.7608050183033646,-0.5403871440997261,1.1701170558509113
0.2508111911711554,0.8603067982106232,0.8486752935187192,0.2612811795332213,5.76924443573209,0.2508111911711554,0.8603067982106232,0.8486752935187192,0.2612811795332213,5.76924443573209,-0.581140367662862,1.1721913009422937
0.25081119368206894,0.8603221172053143,0.8570751339359011,0.24443777713974035,5.761370729296424,0.25081119368206894,0.8603221172053143,0.8570751339359011,0.24443777713974035,5.761370729296424,-0.5488814233675632,1.170256085036555
0.252006184266788,0.860322554607333,0.850975853433535,0.24421415364749974,5.763997176258337,0.252006184266788,0.860322554607333,0.850975853433535,0.24421415364749974,5.763997176258337,-0.5723052922729092,1.1709016092309608
0.25081119368206894,0.8603221083434555,0.8553048581431122,0.24479411326962142,5.761747268657951,0.25081119368206894,0.8603221083434555,0.8553048581431122,0.24479411326962142,5.761747268657951,-0.5556800456170518,1.1703486292051484
0.24325934438278057,0.8603072745214904,0.8573509813646724,0.24443777713974035,5.7622836297535,0.24325934438278057,0.8603072745214904,0.8573509813646724,0.24443777713974035,5.7622836297535,-0.5478220618058386,1.1704804399230635
0.2510933893201091,0.8603219492937999,0.8594427881581546,0.25081697281290105,5.760453756188984,0.2510933893201091,0.8603219492937999,0.8594427881581546,0.25081697281290105,5.760453756188984,-0.5397885840172368,1.1700307233369447
0.25081118821415643,0.8603221172053142,0.8484508693165673,0.24464164296686353,5.7658030749919105,0.25081118821415643,0.8603221172053142,0.8484508693165673,0.24464164296686353,5.7658030749919105,-0.5820023209035939,1.1713454583553595
0.25196669704235164,0.860307698119608,0.857377929634945,0.2505170392005216,5.761063191304106,0.25196669704235164,0.860307698119608,0.857377929634945,0.2505170392005216,5.761063191304106,-0.5477185320809065,1.1701805096357416
0.24360370986629126,0.8603221198307625,0.8573509813646725,0.26165669174893463,5.763021335486722,0.24360370986629126,0.8603221198307625,0.8573509813646725,0.26165669174893463,5.763021335486722,-0.5478219943480432,1.1706617778490136
0.193202266188922,0.8603219466404701,0.6490380332205392,0.2510622596939351,6.958159827868506,0.193202266188922,0.8603219466404701,0.6490380332205392,0.2510622596939351,6.958159827868506,-1.3478326589300265,1.4644032448322368
0.36260889192586193,0.8603218888570499,0.8594086972752264,0.25081697281290105,6.205942833031575,0.36260889192586193,0.8603218888570499,0.8594086972752264,0.25081697281290105,6.205942833031575,-0.5399188753234185,1.2795235842964445
