f_1,f_2,f_3,f_1_min,f_2_min,f_3_min,iopis_guess,iopis_stom
0.6016884842244549,0.6013952205664566,0.5262861970671766,0.6016884842244549,0.6013952205664566,0.5262861970671766,-0.9365149491240117,1.0471735601434022
0.6015175365615393,0.6013646484480178,0.526206857532701,0.6015175365615393,0.6013646484480178,0.526206857532701,-0.9365867788153377,1.0470156952484653
0.6016002161542713,0.6014055317430371,0.526252630201602,0.6016002161542713,0.6014055317430371,0.526252630201602,-0.9364907233800126,1.0471067708877175
0.6014213111085059,0.6013467683330228,0.526163714210158,0.6014213111085059,0.6013467683330228,0.526163714210158,-0.936628788420232,1.046959128148669
0.6036480037386952,0.6016260091517588,0.5276066474984075,0.6036480037386952,0.6016260091517588,0.5276066474984075,-0.9359727042341105,1.0498009088269622
0.6016363073028973,0.6013834995153724,0.5262670739422989,0.6016363073028973,0.6013834995153724,0.5262670739422989,-0.9365424878643932,1.0471355101085966
0.6003598018745366,0.6003278450873178,0.528440357926106,0.6003598018745366,0.6003278450873178,0.528440357926106,-0.9390227422236561,1.0514597635449252
0.6018994654316823,0.6014248269816629,0.5264070754410832,0.6018994654316823,0.6014248269816629,0.5264070754410832,-0.9364453881512417,1.0474140763438677
0.6014618750025515,0.6013563298534227,0.5262262622358985,0.6014618750025515,0.6013563298534227,0.5262262622358985,-0.9366063234325717,1.0470543053474783
0.6019254287171822,0.6014064241840884,0.526755778009488,0.6019254287171822,0.6014064241840884,0.526755778009488,-0.9364886246633113,1.048107901742825
0.6015684776849959,0.6013964163619204,0.526239536194206,0.6015684776849959,0.6013964163619204,0.526239536194206,-0.9365121400411588,1.0470807172297198
0.6018517723541721,0.6014221051340404,0.5263680233629143,0.6018517723541721,0.6014221051340404,0.5263680233629143,-0.9364517833327485,1.047336373013745
0.6015229109385654,0.6013827716575991,0.5262171416784828,0.6015229109385654,0.6013827716575991,0.5262171416784828,-0.936544198383681,1.0470361580038778
0.6014682578230276,0.6012639885380868,0.5265006535051641,0.6014682578230276,0.6012639885380868,0.5265006535051641,-0.9368232783495893,1.0476002708615557
0.6017175067356101,0.6013953824545913,0.5263078005381417,0.6017175067356101,0.6013953824545913,0.5263078005381417,-0.9365145686431438,1.0472165453514377
0.601726751723363,0.6014357796791497,0.5263362858050383,0.601726751723363,0.6014357796791497,0.5263362858050383,-0.9364196554703816,1.047273223542945
0.6014818874583335,0.6013608318175274,0.5261802369112762,0.6014818874583335,0.6013608318175274,0.5261802369112762,-0.9365957461250198,1.0469836130517183
0.6013462716606672,0.6013342145403671,0.5261253946296337,0.6013462716606672,0.6013342145403671,0.5261253946296337,-0.936658283786232,1.0469372715802028
0.6020208463774318,0.6014439518290462,0.5264617865291047,0.6020208463774318,0.6014439518290462,0.5264617865291047,-0.9364004539590961,1.047522937082448
0.6014633930414724,0.6013555075611663,0.5261794927097938,0.6014633930414724,0.6013555075611663,0.5261794927097938,-0.9366082554940998,1.0469743433966807
