f_1,f_2,f_3,f_4,f_5,f_1_min,f_2_min,f_3_min,f_4_min,f_5_min,iopis_guess,iopis_stom
4.712901703889063e-17,3.798211347435144e-37,0.7696752577429458,2.2589505177684064e-8,0.6391809479623293,4.712901703889063e-17,3.798211347435144e-37,0.7696752577429458,2.2589505177684064e-8,0.6391809479623293,-0.7207121183836842,1.2794438917782085
4.711632312272594e-17,8.15757328479088e-35,0.7694679503597308,1.259405215187819e-10,0.6389514495269782,4.711632312272594e-17,8.15757328479088e-35,0.7694679503597308,1.259405215187819e-10,0.6389514495269782,-0.7213608110120379,1.2789844847807486
4.712271007800765e-17,5.774099408835113e-35,0.7695722572551746,1.3909091007875949e-8,0.6391037656286952,4.712271007800765e-17,5.774099408835113e-35,0.7695722572551746,1.3909091007875949e-8,0.6391037656286952,-0.7210344206617516,1.2792893880070868
4.711129665016288e-17,1.167401221004899e-36,0.7693858618332011,5.8252886017179105e-12,0.6388806847550405,4.711129665016288e-17,1.167401221004899e-36,0.7693858618332011,5.8252886017179105e-12,0.6388806847550405,-0.7216176769898597,1.2788428355559223
4.7107928083177516e-17,1.2218978977323436e-36,0.769330848959486,3.9284861473036664e-12,0.6389040346855624,4.7107928083177516e-17,1.2218978977323436e-36,0.769330848959486,3.9284861473036664e-12,0.6389040346855624,-0.7215790767767868,1.2788895747453564
4.711085604878842e-17,6.020472929945855e-35,0.7693786662666955,2.900859176201608e-7,0.6389428355161427,4.711085604878842e-17,6.020472929945855e-35,0.7693786662666955,2.900859176201608e-7,0.6389428355161427,-0.7215015403452705,1.290088617404341
4.710914832229902e-17,7.656941265342785e-35,0.7693507769766473,5.825022962036816e-12,0.6388515510806496,4.710914832229902e-17,7.656941265342785e-35,0.7693507769766473,5.825022962036816e-12,0.6388515510806496,-0.7216839554891625,1.2787845189823572
4.71188263389963e-17,4.2270092289084055e-41,0.7695088309837949,5.780513211267166e-12,0.6389828122228447,4.71188263389963e-17,4.2270092289084055e-41,0.7695088309837949,5.780513211267166e-12,0.6389828122228447,-0.7212328900798219,1.2790472630478722
4.714182822741615e-17,1.2069346923315962e-36,0.769884480329155,5.829063816191133e-12,0.639294726319786,4.714182822741615e-17,1.2069346923315962e-36,0.769884480329155,5.829063816191133e-12,0.639294726319786,-0.7200574330636164,1.2796716182575296
4.711262841018693e-17,3.772226044398679e-37,0.769407611124915,5.814611174846541e-12,0.6389669656779964,4.711262841018693e-17,3.772226044398679e-37,0.769407611124915,5.814611174846541e-12,0.6389669656779964,-0.7214533205907043,1.2790155430628873
4.914628779107033e-17,1.5052646623683767e-43,0.802619789236993,6.076914252902023e-12,0.5965164890087987,4.914628779107033e-17,1.5052646623683767e-43,0.802619789236993,6.076914252902023e-12,0.5965164890087987,-0.6176244154301711,1.1940429885755501
4.706065467426699e-17,1.2809120291435564e-36,0.7685588156035267,3.777080038635581e-12,0.6398660132755836,4.706065467426699e-17,1.2809120291435564e-36,0.7685588156035267,3.777080038635581e-12,0.6398660132755836,-0.7196567429504623,1.2808151544644335
