f_1,f_2,f_3,f_4,f_5,f_1_min,f_2_min,f_3_min,f_4_min,f_5_min
0.16632132103442532,0.19684310943217762,0.3004777795470181,0.4684463290219076,0.9365779991422384,0.16632132103442532,0.19684310943217762,0.3004777795470181,0.4684463290219076,0.9365779991422384
0.45958864264402205,0.35059801220579884,0.4487029652692703,0.9580262669075228,0.000020513978555644828,0.45958864264402205,0.35059801220579884,0.4487029652692703,0.9580262669075228,0.000020513978555644828
0.21503179441729894,0.1653701295930717,0.603299472400569,1.4711738641752004,0.9239741972065526,0.21503179441729894,0.1653701295930717,0.603299472400569,1.4711738641752004,0.9239741972065526
0.23166215579535396,0.20608909483178803,0.5072214840989617,0.9756189000496479,0.8686193676182508,0.23166215579535396,0.20608909483178803,0.5072214840989617,0.9756189000496479,0.8686193676182508
0.20281297381850802,0.17185425260022769,0.33323666527269996,0.5346803177124886,0.9458258708674496,0.20281297381850802,0.17185425260022769,0.33323666527269996,0.5346803177124886,0.9458258708674496
0.2469373383184377,0.12829425563822916,0.5343408377118515,1.1593877417810372,0.9897352983588875,0.2469373383184377,0.12829425563822916,0.5343408377118515,1.1593877417810372,0.9897352983588875
0.4500586937315268,0.29478058439565197,0.3828056300864583,1.0026528174853107,0.6270586500510367,0.4500586937315268,0.29478058439565197,0.3828056300864583,1.0026528174853107,0.6270586500510367
0.12265136456929986,0.258990647595874,0.5696286577632478,1.3452212475310241,0.9680712988799226,0.12265136456929986,0.258990647595874,0.5696286577632478,1.3452212475310241,0.9680712988799226
0.41216843427296784,0.3431685305323444,0.456676002291426,0.8253101895769946,0.31983021054981475,0.41216843427296784,0.3431685305323444,0.456676002291426,0.8253101895769946,0.31983021054981475
0.20647998123965075,0.1558685411260653,0.3420294478515516,0.5679037701786716,0.9843153234345624,0.20647998123965075,0.1558685411260653,0.3420294478515516,0.5679037701786716,0.9843153234345624
0.2587085447152881,0.24995356610894717,0.4421824240687966,0.7056704519130985,0.716382629531235,0.2587085447152881,0.24995356610894717,0.4421824240687966,0.7056704519130985,0.716382629531235
0.23814000434634922,0.10063337104065159,0.6099376617950885,1.5672556375317166,0.9816517794004896,0.23814000434634922,0.10063337104065159,0.6099376617950885,1.5672556375317166,0.9816517794004896
0.2773582440913268,0.21342661860980772,0.45705296147994645,0.7518566710548645,0.7404341872635597,0.2773582440913268,0.21342661860980772,0.45705296147994645,0.7518566710548645,0.7404341872635597
0.23888503012559023,0.2324436362828761,0.44300992121949445,0.7368529931560474,0.7952016132117995,0.23888503012559023,0.2324436362828761,0.44300992121949445,0.7368529931560474,0.7952016132117995
0.3198946839855509,0.3420295694010299,0.5029423066535816,0.7380864378330549,0.28395749147325255,0.3198946839855509,0.3420295694010299,0.5029423066535816,0.7380864378330549,0.28395749147325255
0.18609348813587026,0.1803024696970868,0.31307501981042196,0.49490506914446986,0.9460218481367951,0.18609348813587026,0.1803024696970868,0.31307501981042196,0.49490506914446986,0.9460218481367951
0.1464121685212052,0.2669945682686512,0.5275416341865116,1.110772314934796,0.9202858703773871,0.1464121685212052,0.2669945682686512,0.5275416341865116,1.110772314934796,0.9202858703773871
0.2672479603929687,0.22892972138400156,0.4717509052401329,0.8047341331479305,0.7498768686115979,0.2672479603929687,0.22892972138400156,0.4717509052401329,0.8047341331479305,0.7498768686115979
0.1444255841770142,0.2344978895727695,0.5904904548217397,1.3957049121842173,0.9333799836012278,0.1444255841770142,0.2344978895727695,0.5904904548217397,1.3957049121842173,0.9333799836012278
0.3475536096586259,0.38635945667988675,0.4674833316274192,0.7770495237015614,0.23876128504432165,0.3475536096586259,0.38635945667988675,0.4674833316274192,0.7770495237015614,0.23876128504432165
0.2991919304415662,0.255273515399923,0.4608883832453479,0.7099900173653418,0.6042723221546604,0.2991919304415662,0.255273515399923,0.4608883832453479,0.7099900173653418,0.6042723221546604
2.1648376049677954e-17,2.1648949299546187e-17,3.061676145130601e-17,4.329929629615017e-17,1.0000193197361513,2.1648376049677954e-17,2.1648949299546187e-17,3.061676145130601e-17,4.329929629615017e-17,1.0000193197361513
0.19294082290339082,0.26422819424772775,0.44789057884748684,0.760729841014762,0.8174893825546848,0.19294082290339082,0.26422819424772775,0.44789057884748684,0.760729841014762,0.8174893825546848
0.18354021169608734,0.16950614982611614,0.31146900464987776,0.5097226231358414,0.9887946304732298,0.18354021169608734,0.16950614982611614,0.31146900464987776,0.5097226231358414,0.9887946304732298
0.252164190396585,0.16744712381291382,0.4567823678306882,0.8271350113040843,0.905250738816857,0.252164190396585,0.16744712381291382,0.4567823678306882,0.8271350113040843,0.905250738816857
