f_1,f_2,f_3,f_4,f_5,f_1_min,f_2_min,f_3_min,f_4_min,f_5_min,iopis_guess,iopis_stom
0.05004142515316639,0.05004075099853956,0.17514284984519723,0.049947007499817765,0.1751454804087136,0.05004142515316639,0.05004075099853956,0.17514284984519723,0.049947007499817765,0.1751454804087136,-0.9635049415864295,1.0755641388108736
0.0540297050474186,0.05402899095681222,0.16929492261050408,0.0538499046175903,0.1691152005370961,0.0540297050474186,0.05402899095681222,0.16929492261050408,0.0538499046175903,0.1691152005370961,-0.9808574854432989,1.1612796584648302
0.05390377809713749,0.05390365937771385,0.16947085299908743,0.05383566770307433,0.16920354893096998,0.05390377809713749,0.05390365937771385,0.16947085299908743,0.05383566770307433,0.16920354893096998,-0.9803356823161105,1.1585731247187596
0.054085151813177246,0.05408437188312388,0.1691838182224406,0.05384984059913535,0.16911450230617006,0.054085151813177246,0.05408437188312388,0.1691838182224406,0.05384984059913535,0.16911450230617006,-0.9811870169752286,1.1624713694466384
0.053843674283836886,0.053817536044892554,0.16838869643850116,0.05504081813071507,0.16922678106206676,0.053843674283836886,0.053817536044892554,0.16838869643850116,0.05504081813071507,0.16922678106206676,-0.9810595913254266,1.1830113773632611
0.0531285591529084,0.05490310910878302,0.1692466726166214,0.05383567794986997,0.16920348767734883,0.0531285591529084,0.05490310910878302,0.1692466726166214,0.05383567794986997,0.16920348767734883,-0.9810005930862691,1.1800516045308427
0.0540746905433151,0.05407397585815133,0.16915704751129423,0.05384064213422705,0.1691722072953398,0.0540746905433151,0.05407397585815133,0.16915704751129423,0.05384064213422705,0.1691722072953398,-0.981221454523711,1.1622465264360389
0.05402268487456233,0.05401894500119662,0.16926023966101766,0.05384024622459476,0.16917539136775034,0.05402268487456233,0.05401894500119662,0.16926023966101766,0.05384024622459476,0.16917539136775034,-0.980960353752894,1.16112877449094
0.05405475606373775,0.0540509145789876,0.16936438917878022,0.05364397880775359,0.16920346598605115,0.05405475606373775,0.0540509145789876,0.16936438917878022,0.05364397880775359,0.16920346598605115,-0.9806514500919795,1.1618180738744543
0.05384497821785218,0.05381883934591725,0.16839415234336857,0.05505596881360406,0.16920356721973046,0.05384497821785218,0.05381883934591725,0.16839415234336857,0.05505596881360406,0.16920356721973046,-0.9811284427239513,1.1833370090639264
0.05407605682743379,0.05406655492572687,0.16913572783449093,0.05383567769927837,0.16920348921900136,0.05407605682743379,0.05406655492572687,0.16913572783449093,0.05383567769927837,0.16920348921900136,-0.9811286735070802,1.1622758916066167
0.05860689455418103,0.04920025079292485,0.1694703937808798,0.0538355218236007,0.1692044461563967,0.05860689455418103,0.04920025079292485,0.1694703937808798,0.0538355218236007,0.1692044461563967,-0.9733580674506525,1.259656524014854
