f_1,f_2,f_3,f_4,f_5,f_1_min,f_2_min,f_3_min,f_4_min,f_5_min,iopis_guess,iopis_stom
0.06484517259699672,0.02080750600799008,0.1761838731355942,0.06330672200478507,0.17592351623329933,0.06484517259699672,0.02080750600799008,0.1761838731355942,0.06330672200478507,0.17592351623329933,-0.9707585910878109,1.1556731039298453
0.06652837873152413,0.019113141813388572,0.17623475297051783,0.06345922952533188,0.17573208470766433,0.06652837873152413,0.019113141813388572,0.17623475297051783,0.06345922952533188,0.17573208470766433,-0.9713320177515944,1.1856706814812785
0.06653195291271158,0.019114168650855603,0.17629827762203562,0.06329968828983344,0.17568270599639751,0.06653195291271158,0.019114168650855603,0.17629827762203562,0.06329968828983344,0.17568270599639751,-0.9714799302915529,1.185734376695379
0.06481095438416544,0.020840289120412765,0.17619433657494826,0.06330835266304206,0.1757739893009014,0.06481095438416544,0.020840289120412765,0.17619433657494826,0.06330835266304206,0.1757739893009014,-0.9712064942969244,1.1550632767579285
0.06425409316001397,0.021368741358754613,0.17619791231201423,0.06342246140808878,0.17582358103333665,0.06425409316001397,0.021368741358754613,0.17619791231201423,0.06342246140808878,0.17582358103333665,-0.9710579436139337,1.1514910407713415
0.06543971277243481,0.02099828194052253,0.17552688468541186,0.06333774900732966,0.17562931850461086,0.06543971277243481,0.02099828194052253,0.17552688468541186,0.06333774900732966,0.17562931850461086,-0.9716398512996047,1.1662688228182445
0.0660537622260103,0.018976787782975946,0.17691384153081635,0.06329968644220177,0.1756827008684586,0.0660537622260103,0.018976787782975946,0.17691384153081635,0.06329968644220177,0.1756827008684586,-0.9698331908825455,1.177212203768621
0.06484827393214,0.020827045003725512,0.17624386247171117,0.06332614780333527,0.17568253679107537,0.06484827393214,0.020827045003725512,0.17624386247171117,0.06332614780333527,0.17568253679107537,-0.9714804371817233,1.1557283746272566
0.06149910095059083,0.01788417153450592,0.1825983401428974,0.05927059778464233,0.1796723115696231,0.06149910095059083,0.01788417153450592,0.1825983401428974,0.05927059778464233,0.1796723115696231,-0.952769551573618,1.0960403318553416
0.06650342447251428,0.0197148833498009,0.1774235648415903,0.06164723911402854,0.17563368664050052,0.06650342447251428,0.0197148833498009,0.1774235648415903,0.06164723911402854,0.17563368664050052,-0.9683031117003927,1.1852259384182213
0.06482957985525274,0.020810656184347118,0.17623210969100744,0.0634639205701536,0.17573249698750912,0.06482957985525274,0.020810656184347118,0.17623210969100744,0.0634639205701536,0.17573249698750912,-0.9713307827833297,1.1553952167102062
11.869564698622508,3.4517143800301624,35.283031787873846,11.448695675439941,34.771974194913525,11.869564698622508,3.4517143800301624,35.283031787873846,11.448695675439941,34.771974194913525,104.41138855456563,211.53660867973642
