f_1,f_2,f_3,f_1_min,f_2_min,f_3_min,iopis_guess,iopis_stom
9.593111878985591e-7,0.00008758443362414006,0.5001838623486036,9.593111878985591e-7,0.00008758443362414006,0.5001838623486036,0.0008867012018215028,1.959313860110843
1.447726219418131e-6,0.0000955091211537988,0.5001850807454182,1.447726219418131e-6,0.0000955091211537988,0.5001850807454182,0.0008925611767933463,2.4477293800876025
0.0,0.12065962317498258,0.38001103848735607,0.0,0.12065962317498258,0.38001103848735607,-0.5770907209556047,1.3010504622405774
0.0,0.11049210430352403,0.3895492700925185,0.0,0.11049210430352403,0.3895492700925185,-0.5312161039543001,1.3337065240120105
0.0,0.11369017030382456,0.3863512041803253,0.0,0.11369017030382456,0.3863512041803253,-0.5465973676776917,1.3227572986265157
0.0,0.12160691361195937,0.379064027292653,0.0,0.12160691361195937,0.379064027292653,-0.5816454203681874,1.297808177905668
0.0,0.08425607293088971,0.41578533113062294,0.0,0.08425607293088971,0.41578533113062294,-0.4050324088804008,1.4235309846145967
0.0,0.1214523029709893,0.378582086500903,0.0,0.1214523029709893,0.378582086500903,-0.5839633417641911,1.2961581530925934
3.4934307002252615e-6,0.00032139897461250157,0.4999633866725853,3.4934307002252615e-6,0.00032139897461250157,0.4999633866725853,-0.00017368793584014865,4.4934359069229295
0.0,0.0,48.41381069795224,0.0,0.0,48.41381069795224,230.44412221670862,165.75470698124988
