f_1,f_2,f_3,f_4,f_5,f_1_min,f_2_min,f_3_min,f_4_min,f_5_min,iopis_guess,iopis_stom
2.870271950603964e-17,3.886566656509324e-17,3.3126415832584673e-17,0.9567020065558228,0.2961866383043756,2.870271950603964e-17,3.886566656509324e-17,3.3126415832584673e-17,0.9567020065558228,0.2961866383043756,-0.9239762838191254,1.2429431050005793
2.7250098783636486e-17,5.611836233937595e-17,3.5330473127958746e-17,1.170857702296185,2.5749980304173525,2.7250098783636486e-17,5.611836233937595e-17,3.5330473127958746e-17,1.170857702296185,2.5749980304173525,3.6492252025966203,10.805903608563595
2.876070333573504e-17,3.8944181083225736e-17,3.319333619717422e-17,0.9586346891438164,0.29858323219804495,2.876070333573504e-17,3.8944181083225736e-17,3.319333619717422e-17,0.9586346891438164,0.29858323219804495,-0.883463802720867,1.2530003378675287
3.098267851987325e-17,3.772722116875636e-17,3.3471461339863164e-17,0.9666670553266341,0.26463613496734545,3.098267851987325e-17,3.772722116875636e-17,3.3471461339863164e-17,0.9666670553266341,0.26463613496734545,-0.7119075521559959,1.1105424212883155
3.087536454428621e-17,4.003993446770746e-17,3.4666520600915666e-17,1.0011798506134375,0.48794320267753133,3.087536454428621e-17,4.003993446770746e-17,3.4666520600915666e-17,1.0011798506134375,0.48794320267753133,0.025221397660803217,2.0476435383047247
2.923933500249956e-17,3.9380841245395414e-17,3.3626726992624943e-17,0.9712003002928681,0.30268249307362594,2.923933500249956e-17,3.9380841245395414e-17,3.3626726992624943e-17,0.9712003002928681,0.30268249307362594,-0.615085881574652,1.2702027702859517
2.98949569465268e-17,3.879488754551029e-17,3.3580020526980444e-17,0.9698019522379131,0.26051811816832554,2.98949569465268e-17,3.879488754551029e-17,3.3580020526980444e-17,0.9698019522379131,0.26051811816832554,-0.644952031945141,1.093261296699252
2.2006805575823426e-17,2.859692145890328e-17,4.639573225792053e-17,0.9598889815074497,0.2971732980906144,2.2006805575823426e-17,2.859692145890328e-17,4.639573225792053e-17,0.9598889815074497,0.2971732980906144,-0.8566744692726945,1.2470835950808374
2.0818887106334026e-17,4.393630274477842e-17,3.3431892076415837e-17,0.9636145568804612,0.298854151153381,2.0818887106334026e-17,4.393630274477842e-17,3.3431892076415837e-17,0.9636145568804612,0.298854151153381,-0.7771031559875129,1.2541372459605982
3.028356425141112e-17,3.8940350105072885e-17,3.3855004227205396e-17,0.9770949853253844,0.30307735960812526,3.028356425141112e-17,3.8940350105072885e-17,3.3855004227205396e-17,0.9770949853253844,0.30307735960812526,-0.4891864509091995,1.2718598214533448
3.0102477224617196e-17,3.900461129456492e-17,3.3778198216771044e-17,0.9755760115037493,0.23549032668676328,3.0102477224617196e-17,3.900461129456492e-17,3.3778198216771044e-17,0.9755760115037493,0.23549032668676328,-0.5216289750711992,1.023498764881612
3.6566114190329904e-17,4.7419839005284393e-17,4.105603187474242e-17,1.1857109149295308,0.5853250077354882,3.6566114190329904e-17,4.7419839005284393e-17,4.105603187474242e-17,1.1857109149295308,0.5853250077354882,3.9664593887136688,2.456303411625323
