f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_1_min,f_2_min,f_3_min,f_4_min,f_5_min,f_6_min,f_7_min
0.056377607228694615,0.6214797860602248,0.0,5.900050323918589e-6,0.45465460297068305,0.45315080666692426,0.4527385932556467,0.056377607228694615,0.6214797860602248,0.0,5.900050323918589e-6,0.45465460297068305,0.45315080666692426,0.4527385932556467
0.015655612555025154,0.48135937871545054,0.07485981319670422,0.016013682723362215,0.5132963218332875,0.5132247971372784,0.48632753507257337,0.015655612555025154,0.48135937871545054,0.07485981319670422,0.016013682723362215,0.5132963218332875,0.5132247971372784,0.48632753507257337
0.057751439587072,0.4684918509808993,0.05906240814993482,5.324025605191919e-8,0.46861692279835965,0.4663056197916058,0.5813153449951375,0.057751439587072,0.4684918509808993,0.05906240814993482,5.324025605191919e-8,0.46861692279835965,0.4663056197916058,0.5813153449951375
0.057685877946219245,0.5256619298059433,0.062342180592838393,0.00001273948540126281,0.46869723948433023,0.5269240855299571,0.4687371734973703,0.057685877946219245,0.5256619298059433,0.062342180592838393,0.00001273948540126281,0.46869723948433023,0.5269240855299571,0.4687371734973703
3.240436828353271e-17,0.5292034945274652,0.06030755190194266,0.05843887814417928,0.46725393375763885,0.5252526269738117,0.4691084993981428,3.240436828353271e-17,0.5292034945274652,0.06030755190194266,0.05843887814417928,0.46725393375763885,0.5252526269738117,0.4691084993981428
2.970355571536815e-17,0.48509587802865156,1.9427024950442709e-90,0.2414088768254771,0.48795848124431224,0.48235223307892033,0.48639224589592045,2.970355571536815e-17,0.48509587802865156,1.9427024950442709e-90,0.2414088768254771,0.48795848124431224,0.48235223307892033,0.48639224589592045
3.210098008154123e-17,0.5242487891838069,2.3443377975247254e-108,0.11529300172614983,0.5226710761585737,0.4701218947508523,0.4691179964439691,3.210098008154123e-17,0.5242487891838069,2.3443377975247254e-108,0.11529300172614983,0.5226710761585737,0.4701218947508523,0.4691179964439691
2.954836010349708e-17,0.4825613413446195,0.06009016105089664,0.12071721804286956,0.4827972676200145,0.5443748549251894,0.4844789568263711,2.954836010349708e-17,0.4825613413446195,0.06009016105089664,0.12071721804286956,0.4827972676200145,0.5443748549251894,0.4844789568263711
0.060992012291175984,0.4501210552982367,8.454454849512696e-7,3.4689806e-317,0.4521727165888404,0.6205416933455545,0.45367254205702984,0.060992012291175984,0.4501210552982367,8.454454849512696e-7,3.4689806e-317,0.4521727165888404,0.6205416933455545,0.45367254205702984
3.1363541176252035e-17,0.5122054979131706,0.00016574732907279722,0.060821409063327975,0.5130625017525186,0.45679861798163574,0.5137847149189749,3.1363541176252035e-17,0.5122054979131706,0.00016574732907279722,0.060821409063327975,0.5130625017525186,0.45679861798163574,0.5137847149189749
0.058703361670718816,0.4682402298958708,1.1159556284877198e-9,0.05501798041045594,0.4701306678449403,0.5278041359240019,0.5278032749812965,0.058703361670718816,0.4682402298958708,1.1159556284877198e-9,0.05501798041045594,0.4701306678449403,0.5278041359240019,0.5278032749812965
1.0005078322773897,0.0,0.0,0.0,0.0,0.0,0.0,1.0005078322773897,0.0,0.0,0.0,0.0,0.0,0.0
2.8608075581336875e-17,0.46720532975311635,0.05874626450889373,0.05826296530747205,0.46952316890053636,0.5829080853767193,0.46985045911649026,2.8608075581336875e-17,0.46720532975311635,0.05874626450889373,0.05826296530747205,0.46952316890053636,0.5829080853767193,0.46985045911649026
0.014897082363453523,0.4829451218593502,0.07339584125087283,0.012831598787213567,0.48035907950385814,0.5120341357858585,0.5205180320789162,0.014897082363453523,0.4829451218593502,0.07339584125087283,0.012831598787213567,0.48035907950385814,0.5120341357858585,0.5205180320789162
0.06396303913064971,0.5269728351720248,4.675722493642821e-139,0.05900244891527619,0.46961836027701376,0.46978476140111464,0.5255264354710889,0.06396303913064971,0.5269728351720248,4.675722493642821e-139,0.05900244891527619,0.46961836027701376,0.46978476140111464,0.5255264354710889
0.01796687098231766,0.5429482111443109,0.015429858998406527,0.07428631831010754,0.4813114935768242,0.4821566615056986,0.4852564371211887,0.01796687098231766,0.5429482111443109,0.015429858998406527,0.07428631831010754,0.4813114935768242,0.4821566615056986,0.4852564371211887
0.013170448727256336,0.4935161983303979,0.016309819753900136,0.10761733378153468,0.49106931118902775,0.49237060262266097,0.511947914416662,0.013170448727256336,0.4935161983303979,0.016309819753900136,0.10761733378153468,0.49106931118902775,0.49237060262266097,0.511947914416662
0.11050118038563563,0.47855925188802234,0.0616934092782394,2.6069024145626983e-92,0.5397998355491147,0.4824888678854869,0.4808090098079094,0.11050118038563563,0.47855925188802234,0.0616934092782394,2.6069024145626983e-92,0.5397998355491147,0.4824888678854869,0.4808090098079094
2.7541374748365314e-17,0.4497847831316048,0.05608164306618627,0.0,0.6201183738211118,0.45130381733041114,0.4543748659557737,2.7541374748365314e-17,0.4497847831316048,0.05608164306618627,0.0,0.6201183738211118,0.45130381733041114,0.4543748659557737
0.014520826532544317,0.5293888148647458,0.016554749661481967,0.015131268694326617,0.498646394373336,0.4712610492542227,0.5007410851089946,0.014520826532544317,0.5293888148647458,0.016554749661481967,0.015131268694326617,0.498646394373336,0.4712610492542227,0.5007410851089946
2.7252908297127387e-17,0.4450737684710714,1.6343594719264514e-132,2.6355109732055182e-89,0.5561424095067686,0.5002190139949565,0.5004594577293124,2.7252908297127387e-17,0.4450737684710714,1.6343594719264514e-132,2.6355109732055182e-89,0.5561424095067686,0.5002190139949565,0.5004594577293124
0.07290021695430855,0.48363941908039687,0.014372767954923425,0.01677236003477079,0.5421547396939483,0.4832621854538187,0.483759574473506,0.07290021695430855,0.48363941908039687,0.014372767954923425,0.01677236003477079,0.5421547396939483,0.4832621854538187,0.483759574473506
3.1391542156079525e-17,0.5126627886168573,4.857311412514587e-14,0.05216250360064771,0.45734251429741374,0.569368330126279,0.45685763107779814,3.1391542156079525e-17,0.5126627886168573,4.857311412514587e-14,0.05216250360064771,0.45734251429741374,0.569368330126279,0.45685763107779814
3.193422058028495e-17,0.5215253998543711,0.1150718195764927,0.0,0.5233363638817736,0.46932161243266424,0.4709201625271364,3.193422058028495e-17,0.5215253998543711,0.1150718195764927,0.0,0.5233363638817736,0.46932161243266424,0.4709201625271364
0.05677115474781099,0.455062407190186,1.0053711446364373e-181,9.391476560861804e-12,0.6188337259143931,0.4520573691858542,0.45076554400393865,0.05677115474781099,0.455062407190186,1.0053711446364373e-181,9.391476560861804e-12,0.6188337259143931,0.4520573691858542,0.45076554400393865
0.04399384929785587,0.47834493308259446,0.009385260156564604,0.017128110897461076,0.47740088556025745,0.476952618468315,0.5611984083711717,0.04399384929785587,0.47834493308259446,0.009385260156564604,0.017128110897461076,0.47740088556025745,0.476952618468315,0.5611984083711717
0.0005998916481063898,0.4808561399214239,0.11925671899702919,0.05715954436086118,0.48000448741684487,0.5438742295945992,0.478734743993766,0.0005998916481063898,0.4808561399214239,0.11925671899702919,0.05715954436086118,0.48000448741684487,0.5438742295945992,0.478734743993766
0.07466644909725527,0.4901924707111896,0.04699064798769513,0.017055878280337455,0.4939017903409064,0.49077931221233395,0.5197251694762335,0.07466644909725527,0.4901924707111896,0.04699064798769513,0.017055878280337455,0.4939017903409064,0.49077931221233395,0.5197251694762335
2.938347928183589e-17,0.47986863318131906,0.0012447655240383872,0.1801177820608326,0.5384715463475107,0.47764833531815176,0.48131156285097737,2.938347928183589e-17,0.47986863318131906,0.0012447655240383872,0.1801177820608326,0.5384715463475107,0.47764833531815176,0.48131156285097737
0.01629175779438332,0.5056321559642681,0.01677760454823629,0.04442117259950269,0.47914218070808845,0.5065297945759047,0.5076943395736935,0.01629175779438332,0.5056321559642681,0.01677760454823629,0.04442117259950269,0.47914218070808845,0.5065297945759047,0.5076943395736935
2.7979692549170674e-17,0.45694305604932334,0.05732552857423124,4.224168231421997e-38,0.5661658420792516,0.4559897817978402,0.5112484675004699,2.7979692549170674e-17,0.45694305604932334,0.05732552857423124,4.224168231421997e-38,0.5661658420792516,0.4559897817978402,0.5112484675004699
0.07471692488073339,0.5131684775950311,0.01654812042403005,0.01404769157105442,0.48428442871278204,0.5115374140402718,0.4856819164980573,0.07471692488073339,0.5131684775950311,0.01654812042403005,0.01404769157105442,0.48428442871278204,0.5115374140402718,0.4856819164980573
0.015959257419807915,0.4693695393830052,0.015091626726231225,0.015807236316207333,0.5567985132322634,0.4697579850698637,0.49902682964288647,0.015959257419807915,0.4693695393830052,0.015091626726231225,0.015807236316207333,0.5567985132322634,0.4697579850698637,0.49902682964288647
2.7710039713121897e-17,0.45253929104154283,7.202074157408456e-208,0.05604713288998672,0.6255770520972473,0.46029274137276366,0.4421407550467136,2.7710039713121897e-17,0.45253929104154283,7.202074157408456e-208,0.05604713288998672,0.6255770520972473,0.46029274137276366,0.4421407550467136
0.01592752833164622,0.4998748179563594,0.015009578005488203,0.01575161247462505,0.4993387477143607,0.5003241421272547,0.5011991313509655,0.01592752833164622,0.4998748179563594,0.015009578005488203,0.01575161247462505,0.4993387477143607,0.5003241421272547,0.5011991313509655
0.0003055113665075723,0.5111733992795379,1.4845280760875415e-118,0.059027710415217836,0.4550039809124333,0.5149339381513078,0.5132453366363491,0.0003055113665075723,0.5111733992795379,1.4845280760875415e-118,0.059027710415217836,0.4550039809124333,0.5149339381513078,0.5132453366363491
0.016320102439209287,0.5367158298844315,0.045053506708572624,0.014204436923419286,0.5044159440172415,0.4803939379100826,0.4788992124122547,0.016320102439209287,0.5367158298844315,0.045053506708572624,0.014204436923419286,0.5044159440172415,0.4803939379100826,0.4788992124122547
0.046002824034520474,0.4941119399390005,0.1068037416007188,0.015145489406243951,0.500967275401242,0.49763999704824396,0.49665267368711324,0.046002824034520474,0.4941119399390005,0.1068037416007188,0.015145489406243951,0.500967275401242,0.49763999704824396,0.49665267368711324
0.015641126409504144,0.5024215937460931,0.01571348046162044,0.01303522450223769,0.5266647513692626,0.47060877565794357,0.4989242831399528,0.015641126409504144,0.5024215937460931,0.01571348046162044,0.01303522450223769,0.5266647513692626,0.47060877565794357,0.4989242831399528
0.05722843514950821,0.524372845230093,3.4142008045626807e-125,0.05938775452781739,0.527885208609023,0.4698732811412733,0.46820080457439534,0.05722843514950821,0.524372845230093,3.4142008045626807e-125,0.05938775452781739,0.527885208609023,0.4698732811412733,0.46820080457439534
0.00023972780701080756,0.46760771816242813,0.0625865123746382,0.06003519567867223,0.5272684928006213,0.46919081343069635,0.5267780954103297,0.00023972780701080756,0.46760771816242813,0.0625865123746382,0.06003519567867223,0.5272684928006213,0.46919081343069635,0.5267780954103297
