f_1,f_2,f_3,f_4,f_5,f_1_min,f_2_min,f_3_min,f_4_min,f_5_min,iopis_guess,iopis_stom
0.30484744796673247,0.304871951196912,0.43108928511167416,0.6097215087239939,0.5066629804109221,0.30484744796673247,0.304871951196912,0.43108928511167416,0.6097215087239939,0.5066629804109221,-0.9839226838222996,1.0313478776383167
0.30455422488352474,0.3046225447261562,0.43061074343544276,0.6091509217610892,0.5083151736982062,0.30455422488352474,0.3046225447261562,0.43061074343544276,0.6091509217610892,0.5083151736982062,-0.980627496324238,1.0305041697003394
0.3040840620506703,0.30460441359387014,0.4295235548102078,0.6084895125202455,0.5124934359698622,0.3040840620506703,0.30460441359387014,0.4295235548102078,0.6084895125202455,0.5124934359698622,-0.9722942315450324,1.0304428380621364
0.3047644258393423,0.30478225648450447,0.4309718088651286,0.6095424983804043,0.5070336369213793,0.3047644258393423,0.30478225648450447,0.4309718088651286,0.6095424983804043,0.5070336369213793,-0.9831834347937356,1.031044452489548
0.30609212479610615,0.30638401101437823,0.43247556453509345,0.6123937259630794,0.5021714383169311,0.30609212479610615,0.30638401101437823,0.43247556453509345,0.6123937259630794,0.5021714383169311,-0.984695275092367,1.036462973870125
0.30375091463468423,0.3037746662288011,0.4295474376393718,0.6075218338202094,0.5118430354601415,0.30375091463468423,0.3037746662288011,0.4295474376393718,0.6075218338202094,0.5118430354601415,-0.973591417291842,1.0276359109601132
0.30512427792151037,0.3051417071633413,0.4314856766806249,0.6102649739494259,0.5052891031748282,0.30512427792151037,0.3051417071633413,0.4314856766806249,0.6102649739494259,0.5052891031748282,-0.9864589314781972,1.0322604254614118
0.30500255337290705,0.3051051129498494,0.4311904237566562,0.6101017568309278,0.5064738634608994,0.30500255337290705,0.3051051129498494,0.4311904237566562,0.6101017568309278,0.5064738634608994,-0.9842998632137211,1.0321366332799273
0.3061016858874605,0.30705044603395054,0.43152637888839723,0.6130987650076998,0.5070692481517943,0.3061016858874605,0.30705044603395054,0.43152637888839723,0.6130987650076998,0.5070692481517943,-0.9831123931540313,1.038717442432532
0.3043227936640963,0.30516689992917717,0.42953059063940835,0.6092962685333491,0.512656415716378,0.3043227936640963,0.30516689992917717,0.42953059063940835,0.6092962685333491,0.512656415716378,-0.9719691754519555,1.0323456557181423
0.3049780446648712,0.30513156729988106,0.43119052925278323,0.6101034583130462,0.5064750069458194,0.3049780446648712,0.30513156729988106,0.43119052925278323,0.6101034583130462,0.5064750069458194,-0.9842975826004906,1.0322261247011748
0.30465397747933726,0.3046856190060608,0.4308106976190749,0.6093366641194269,0.5076017762630917,0.30465397747933726,0.3046856190060608,0.4308106976190749,0.6093366641194269,0.5076017762630917,-0.9820503194479548,1.0307175410737583
0.24947542037577472,0.24947543951312695,0.35281156357060556,0.49895091738086544,0.7086129330564532,0.24947542037577472,0.24947543951312695,0.35281156357060556,0.49895091738086544,0.7086129330564532,-0.5811474244055608,1.4211970193166323
