f_1,f_2,f_3,f_4,f_5,f_1_min,f_2_min,f_3_min,f_4_min,f_5_min,iopis_guess,iopis_stom
1.7198912629311996e-7,3.689921622161793e-37,0.778091839660867,1.3524865641869182e-12,0.6282446059266991,1.7198912629311996e-7,3.689921622161793e-37,0.778091839660867,1.3524865641869182e-12,0.6282446059266991,-0.6276711207550206,1.2036217634901196
4.770076172810288e-17,1.0068760332832073e-46,0.7790125571113893,1.0847972563457183e-12,0.6289919067797669,4.770076172810288e-17,1.0068760332832073e-46,0.7790125571113893,1.0847972563457183e-12,0.6289919067797669,-0.6250668365557496,1.2050460094246829
4.764204885450303e-17,3.831835060294795e-42,0.7780537031195162,1.0798162016578595e-12,0.6282165688345007,4.764204885450303e-17,3.831835060294795e-42,0.7780537031195162,1.0798162016578595e-12,0.6282165688345007,-0.6277789914014943,1.2035627705674363
0.0022915072941247826,4.140791077575233e-31,0.7782414929481958,1.4192556400686913e-12,0.6283565664456906,0.0022915072941247826,4.140791077575233e-31,0.7782414929481958,1.4192556400686913e-12,0.6283565664456906,-0.6272478184016478,1.203853322435769
0.0023118585438059555,2.552592643751593e-28,0.7786270338227858,1.4199588430005078e-12,0.6280420044010459,0.0023118585438059555,2.552592643751593e-28,0.7786270338227858,1.4199588430005078e-12,0.6280420044010459,-0.6261573027196357,1.2044497099887992
2.272894237219026e-9,3.9063313124292186e-37,0.7781165885953854,7.789927327909367e-9,0.628261743216756,2.272894237219026e-9,3.9063313124292186e-37,0.7781165885953854,7.789927327909367e-9,0.628261743216756,-0.6276011174622147,1.2036600490521348
0.0023111546877131106,2.5518154950416647e-28,0.7783173283144181,3.6165491224417696e-13,0.6284178427490298,0.0023111546877131106,2.5518154950416647e-28,0.7783173283144181,3.6165491224417696e-13,0.6284178427490298,-0.6270333151746796,1.2039706317176648
0.0022905549478578514,2.5290707018714194e-28,0.7781481228906426,1.121939799355464e-12,0.6282811730056872,0.0022905549478578514,2.5290707018714194e-28,0.7781481228906426,1.121939799355464e-12,0.6282811730056872,-0.6275119191478731,1.2037088894738088
5.156159549438138e-6,1.0762664818186549e-35,0.7456974862138871,1.0535886701928637e-12,0.6665352565074735,5.156159549438138e-6,1.0762664818186549e-35,0.7456974862138871,1.0535886701928637e-12,0.6665352565074735,-0.6977586125444315,1.2766596140612456
2.337637577566274e-9,6.03206002879533e-37,0.7784379715024368,1.1055609825688613e-12,0.6280172821797299,2.337637577566274e-9,6.03206002879533e-37,0.7784379715024368,1.1055609825688613e-12,0.6280172821797299,-0.6266920747881466,1.2041571893896943
2.3725508985904035e-9,5.090162994065007e-39,0.7781877055456323,1.1414245671400976e-13,0.6283245457400176,2.3725508985904035e-9,5.090162994065007e-39,0.7781877055456323,1.1414245671400976e-13,0.6283245457400176,-0.6273999604628367,1.2037700571889882
5.152194258011584e-6,1.07543879015934e-35,0.7451240152379531,1.0492585193310963e-12,0.6670086701176052,5.152194258011584e-6,1.07543879015934e-35,0.7451240152379531,1.0492585193310963e-12,0.6670086701176052,-0.6967680134527927,1.277566371785822
