f_1,f_2,f_3,f_4,f_5,method,adm_iteration,phase,generation_in_iteration,solution_index
0.00827415845898281,0.010011741498325165,0.022679710373709912,0.8177071902204863,1.2544865513495433,iNSGA-III,1,learning,1,0
0.06637581641057748,0.004063646806955392,0.48498990717046403,0.7509264035490477,1.1704783097283389,iNSGA-III,1,learning,1,1
0.0010523810150371584,0.01963430294724605,1.866828995641978,0.6087938632365877,0.12904758509243033,iNSGA-III,1,learning,1,2
0.31595388021031895,0.2124421962026306,0.2358998340616754,0.04800840704588878,1.039738881816651,iNSGA-III,1,learning,1,3
0.001274642538683389,0.003590164312218544,0.1587860253894177,0.4689197913442209,1.4727013158912399,iNSGA-III,1,learning,1,4
0.09913431323975057,0.03242647071914291,0.1715183882216823,1.5823436841533747,0.09198432238252885,iNSGA-III,1,learning,1,5
0.0012919950278221452,0.0032499684286988123,0.06882876708731094,0.1837883831903321,1.4055405274179147,iNSGA-III,1,learning,1,6
1.1457308530393542,0.43035392903491654,0.06461352501450636,0.22167094245998742,0.7510914383773413,iNSGA-III,1,learning,1,7
0.0012046317440407416,0.004218567373292612,0.18285439300834447,0.5399974185735963,1.3862202447596665,iNSGA-III,1,learning,1,8
0.6229613811556227,0.005824123929973016,0.7242167245077992,0.025365071304630882,1.5410680450668042,iNSGA-III,1,learning,1,9
0.0030606789993616393,0.00013296034127046791,0.0010882272952339644,0.0006899928771537841,1.8002610012450617,iNSGA-III,1,learning,1,10
0.01887046653265788,0.0691092193015197,0.06675264683370737,0.35552624993809917,1.1319844119452929,iNSGA-III,1,learning,1,11
0.00761823184450601,0.8350794169533452,0.08772982612749934,0.4609736256595615,0.7257562764087792,iNSGA-III,1,learning,1,12
0.061650907181765156,0.04399239398927016,0.490176940005214,0.6284445664805993,0.9372041475311902,iNSGA-III,1,learning,1,13
0.603416044846723,0.006422436752743946,0.7363725099454899,0.02527865072727735,1.5358175181277585,iNSGA-III,1,learning,1,14
1.0666974093263017,0.19059474540101093,1.185389943477464,0.11438184258659423,0.29631172167714875,iNSGA-III,1,learning,1,15
0.732182028498993,0.7083692988646272,0.15613780965861762,1.0838665255228568,0.24012908665702515,iNSGA-III,1,learning,1,16
0.0035016294590572545,0.008808226770129924,0.186543162530418,0.05139127835286609,1.4483594542986074,iNSGA-III,1,learning,1,17
0.22628802069633697,0.27380877204736254,0.6243311855031856,0.2660790055046,1.1762188905543043,iNSGA-III,1,learning,1,18
0.3531549400584406,0.04950022575564159,0.9998733146310674,1.0376295657342016,0.5671403782260523,iNSGA-III,1,learning,1,19
0.013744669763140007,0.06864483844093902,0.22804217027344362,0.6202962461880953,1.2922645368193537,iNSGA-III,1,learning,1,20
0.041959805117887744,0.06632463576243801,0.7703013385480301,1.0404219722298018,1.1230799361760613,iNSGA-III,1,learning,1,21
1.0238957588936148,1.818117873775878,0.19510046961310415,0.02442852762312392,0.2922040887704485,iNSGA-III,1,learning,1,22
0.35886841330307395,0.2412972229336414,0.12696186985862531,0.048309351948050375,1.0462565760147284,iNSGA-III,1,learning,1,23
0.05858125502310267,0.0198020220981414,0.0656263794388577,1.0672926083453098,1.2147150084993823,iNSGA-III,1,learning,1,24
0.006265255260629355,0.18279758358499143,0.2900434898815682,1.4424335630489264,0.2346328592407641,iNSGA-III,1,learning,1,25
0.30391009277602404,1.0212661581423739,0.4719623163079481,0.16314365103147122,0.7932504160096299,iNSGA-III,1,learning,1,26
0.35246897513406045,0.13115860907636956,0.6538917186490133,0.48415560805523483,0.8775229916901508,iNSGA-III,1,learning,1,27
0.04761086016122807,0.08018868529172707,1.1053703792926033,1.0517804387621805,0.7370255906255292,iNSGA-III,1,learning,1,28
0.5368169965547263,0.10527500891579222,0.40990161997080155,0.6145984378046238,0.9731813844591269,iNSGA-III,1,learning,1,29
0.0014500184689018648,0.010035808652478625,0.020206918736749617,0.05648253364141353,1.38144723278108,iNSGA-III,1,learning,1,30
1.48891875463288,0.32708543041041754,0.8938299964375968,0.2858355811784984,0.45185105678804277,iNSGA-III,1,learning,1,31
0.06102565894451312,0.020628295629656967,0.06322285800646979,1.068347617793849,1.215915743706605,iNSGA-III,1,learning,1,32
0.08885512732398843,0.2832842311404015,0.21012051940321003,1.1210562679648362,1.0755911179080235,iNSGA-III,1,learning,1,33
0.08844033309552972,0.005414476184619092,0.646209286117203,0.6150326689415309,1.1706055422488535,iNSGA-III,1,learning,1,34
1.3287974425709705,0.6233252115463906,0.4234975558186997,0.543188186642199,0.3482018760121656,iNSGA-III,1,learning,1,35
0.5367478098714827,0.25109447584842354,1.4122080753332291,0.5445703776235017,0.3490879068658037,iNSGA-III,1,learning,1,36
0.07364410850262065,0.9716550600373577,0.1500572912429124,1.0120879989769527,0.22684579076899405,iNSGA-III,1,learning,1,37
0.07615283321722847,0.6954050135720025,0.666936512595713,1.1180495373533987,0.7253082501206946,iNSGA-III,1,learning,1,38
0.003205130732791557,0.00013923553438217897,0.0011395872448383118,0.0004787624333827783,1.5735708783262927,iNSGA-III,1,learning,1,39
0.21629797266926976,0.03532582653873191,1.008610241831207,0.7159437237147935,1.1239733038936037,iNSGA-III,1,learning,1,40
0.049782235989530826,0.08467082435964746,0.5712561995154166,1.2292189299438474,0.2756927499814826,iNSGA-III,1,learning,1,41
0.3561840038107499,0.0782464441590507,1.656150589222336,0.8624315619880403,0.48022674405346255,iNSGA-III,1,learning,1,42
0.0007827078893081252,0.00039804080885677946,0.0070600299623251464,0.1107101953659137,1.5871952678002046,iNSGA-III,1,learning,1,43
0.8878226319601984,0.9865498963364859,0.1800609880323064,0.3770339280232283,0.04143690013799694,iNSGA-III,1,learning,1,44
0.1888257786760949,0.07634781976915207,0.2625514886230049,0.7481437381968429,1.1019728349502234,iNSGA-III,1,learning,1,45
1.0279727433863333,1.825357320089561,0.0832881662106841,0.02443857874417017,0.29232431618291205,iNSGA-III,1,learning,1,46
1.116574404558937,0.4708349576820828,0.29859944073444694,0.48993123632886165,0.608755039031373,iNSGA-III,1,learning,1,47
0.23765301748263692,0.10521445220761985,0.993107562462749,0.9178223358252416,0.019221080148058674,iNSGA-III,1,learning,1,48
0.041084242690853916,0.057183160698853305,0.0016796847464302174,1.4707661728445482,1.0456498436678612,iNSGA-III,1,learning,1,49
0.0017143988207393764,0.011017770486972188,0.0222203038795366,0.05156161108280516,1.2997709643360638,iNSGA-III,1,learning,1,50
0.27378045672940315,0.22134739360140782,0.14391589743769706,0.7597197728144182,1.0466416988231353,iNSGA-III,1,learning,1,51
0.17875353237053787,0.07886020833206354,0.25185141315498577,0.7176537398288398,1.057062815359341,iNSGA-III,1,learning,1,52
0.7697633316691105,0.6788953834758176,0.11419048704123666,0.9627909324430218,0.012097133692229914,iNSGA-III,1,learning,1,53
0.021726474293882206,0.015067079159293667,0.014285939435080565,0.011772961045322206,1.4337860374508462,iNSGA-III,1,learning,1,54
0.4045893057018866,0.10244940437831694,1.2762492205841849,1.0889479416644838,0.5186972098358044,iNSGA-III,1,learning,1,55
0.01473720735769283,0.0708663585344905,0.14010723010865092,1.333388466446469,0.5545513509167281,iNSGA-III,1,learning,1,56
0.11360961802779226,0.002220505956471022,0.09650649610780335,0.04426442604352723,1.5127242638642138,iNSGA-III,1,learning,1,57
0.01833598159606122,0.002195368550777733,1.8701129141044557,0.6098606929925988,0.12927372371180815,iNSGA-III,1,learning,1,58
0.14969377259765912,0.047768893223684154,0.39746185800801903,1.1931681727998946,1.0351400268211697,iNSGA-III,1,learning,1,59
0.997919334111867,1.092736334393712,0.005638517541648577,0.05670280273633568,0.935057216136339,iNSGA-III,1,learning,1,60
0.9578199990129642,0.5424345450286886,0.033474696555654826,1.320159558404835,0.7309957674845623,iNSGA-III,1,learning,1,61
0.0007819621857366758,0.0003985063838570851,0.007056385197743188,0.11065304084941949,1.586375872822053,iNSGA-III,1,learning,1,62
1.3976984236750865,0.3539227779577897,1.1182224308984798,0.4666499018701976,0.5650616638773556,iNSGA-III,1,learning,1,63
0.31203877631575316,0.3467379759711634,0.06328517470179246,1.278281786725119,0.03267615032456689,iNSGA-III,1,learning,1,64
0.09267821844199431,0.19268304543111037,1.2578557048927033,0.6632381544027447,0.8377115426535973,iNSGA-III,1,learning,1,65
0.06848579290369397,0.18553163182424134,0.30977195760165965,1.2065681048312074,0.9283839205689352,iNSGA-III,1,learning,1,66
0.13693279083481077,0.1787287506472581,0.10859945504457123,1.3973044198993614,0.5169798856245534,iNSGA-III,1,learning,1,67
0.07291249406506527,0.0014250785292934402,0.061936035406607165,0.04796341114341264,1.5335035018948855,iNSGA-III,1,learning,1,68
0.231349329243121,0.17282311158649677,0.20437465211289402,1.0910444000398585,1.0470773293145335,iNSGA-III,1,learning,1,69
